Entry_No,Posting_Date,Document_Type,Document_No,External_Document_No,Transaction_No,G_L_Account_No,Description,Amount,Debit_Amount,Credit_Amount,Source_Code,Source_Type,Source_No,Dimension_Set_ID,Global_Dimension_1_Code,Global_Dimension_2_Code,Business_Unit_Code,IC_Partner_Code,User_ID,Reversed,Reversed_by_Entry_No,Reversed_Entry_No
139,2026-02-28,,WB-2026-02,,139,B15110,Distr.Reser-Retained Inc,-14865499.47,0,14865499.47,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
140,2026-02-28,,WB-2026-02,,140,B35170,Furn-Cost Open Balance,148965.48,148965.48,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
141,2026-02-28,,WB-2026-02,,141,B35200,Furn Accum-Depreciation,-271349.69,0,271349.69,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
142,2026-02-28,,WB-2026-02,,142,B35240,Equip Accum-Depr,-848194.04,0,848194.04,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
143,2026-02-28,,WB-2026-02,,143,B35250,Comp Equip-Cost Open Balance,1066800.0,1066800.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
144,2026-02-28,,WB-2026-02,,144,B35290,Comp Equip- Accum Depreciation,-672099.07,0,672099.07,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
145,2026-02-28,,WB-2026-02,,145,B35330,Goodwill-Accum. Amortisation,-65027.17,0,65027.17,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
146,2026-02-28,,WB-2026-02,,146,B35340,Comp S/Ware Acc -Write Off,-783300.72,0,783300.72,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
147,2026-02-28,,WB-2026-02,,147,B35370,Lease Improv - Accum Ammortization,-775515.93,0,775515.93,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
148,2026-02-28,,WB-2026-02,,148,B55110,Other Receivable,-10090.0,0,10090.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
149,2026-02-28,,WB-2026-02,,149,B55140,Other Debtor - Claims Receivab,-16069.0,0,16069.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
150,2026-02-28,,WB-2026-02,,150,B55420,Due to/from Malawi,-1413409.28,0,1413409.28,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
151,2026-02-28,,WB-2026-02,,151,B55480,Drs-Income Control,-85940478.74,0,85940478.74,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
152,2026-02-28,,WB-2026-02,,152,B55490,DUE TO/FROM ZAMARA HOLDING CO.,174419.23,174419.23,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
153,2026-02-28,,WB-2026-02,,153,B60160,NCBA Bank-US$ OFFICE,3514530.45,3514530.45,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
154,2026-02-28,,WB-2026-02,,154,B60180,NCBA Office Bank Account,33919243.81,33919243.81,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
155,2026-02-28,,WB-2026-02,,155,B60190,PETTY CASH - OFFICE,-18830.0,0,18830.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
156,2026-02-28,,WB-2026-02,,156,B65110,Other Receivables - Disbursements,13770.21,13770.21,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
157,2026-02-28,,WB-2026-02,,157,B65120,Due to/from Nigeria,-479463.53,0,479463.53,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
158,2026-02-28,,WB-2026-02,,158,B65130,Due from/to AFRIB Transactional,36979096.78,36979096.78,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
159,2026-02-28,,WB-2026-02,,159,B65180,Debtors Prepaid other,-9938945.25,0,9938945.25,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
160,2026-02-28,,WB-2026-02,,160,B65200,Provision for Bad Debts,-9626956.73,0,9626956.73,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
161,2026-02-28,,WB-2026-02,,161,B65260,DUE FROM TANZANIA,-109793.64,0,109793.64,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
162,2026-02-28,,WB-2026-02,,162,B65290,Withholding IncomeTax,588742.0,588742.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
163,2026-02-28,,WB-2026-02,,163,B70140,Zamara pension Scheme,-4645315.55,0,4645315.55,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
164,2026-02-28,,WB-2026-02,,164,B70141,Post retirement medical fund,-383760.0,0,383760.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
165,2026-02-28,,WB-2026-02,,165,B70142,ABSA LIFE CHECK OFF,-22042.0,0,22042.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
166,2026-02-28,,WB-2026-02,,166,B70150,Management fees-Subsidiary,564153.67,564153.67,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
167,2026-02-28,,WB-2026-02,,167,B70160,DUE TO /From DRC,-158061.75,0,158061.75,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
168,2026-02-28,,WB-2026-02,,168,B70180,Due to/from C & P/AFFS,-342787.59,0,342787.59,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
169,2026-02-28,,WB-2026-02,,169,B70190,Withholding tax 5 %,175083.58,175083.58,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
170,2026-02-28,,WB-2026-02,,170,B70195,Withholding VAT 2%-Creditors,99554.5,99554.5,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
171,2026-02-28,,WB-2026-02,,171,B70200,C&P Coop Sacco,-2427868.0,0,2427868.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
172,2026-02-28,,WB-2026-02,,172,B70205,WithHolding Tax Other -20% International Creditors,135450.0,135450.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
173,2026-02-28,,WB-2026-02,,173,B70210,Social Health Insurance Fund,-61822.0,0,61822.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
174,2026-02-28,,WB-2026-02,,174,B70220,National Social Security Fund,-2103894.0,0,2103894.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
175,2026-02-28,,WB-2026-02,,175,B70230,Paymaster General (PAYE,-574772.0,0,574772.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
176,2026-02-28,,WB-2026-02,,176,B70240,STANBIC CHECK OFF,-61997.0,0,61997.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
177,2026-02-28,,WB-2026-02,,177,B70260,Stanchart Check off,-76089.0,0,76089.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
178,2026-02-28,,WB-2026-02,,178,B70270,Vuna Pension Plan,-143000.0,0,143000.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
179,2026-02-28,,WB-2026-02,,179,B70280,Prov-Sundries,-192500.0,0,192500.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
180,2026-02-28,,WB-2026-02,,180,B70310,Higher education loan Board,-168132.0,0,168132.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
181,2026-02-28,,WB-2026-02,,181,B70340,CRS-Trade (Operating),7823889.14,7823889.14,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
182,2026-02-28,,WB-2026-02,,182,B70360,Welfare Fund Contributons,-22800.0,0,22800.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
183,2026-02-28,,WB-2026-02,,183,B70390,Equity Check off,-147939.0,0,147939.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
184,2026-02-28,,WB-2026-02,,184,B70400,Other Payables-Refunds,349150.0,349150.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
185,2026-02-28,,WB-2026-02,,185,B70410,Housing Levy,-66060.0,0,66060.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
186,2026-02-28,,WB-2026-02,,186,B70420,Absa Check off,-591383.0,0,591383.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
187,2026-02-28,,WB-2026-02,,187,B75120,Tax Provision-Other,-6119172.42,0,6119172.42,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
188,2026-02-28,,WB-2026-02,,188,B80110,Bonus(General provision),10700000.0,10700000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
189,2026-02-28,,WB-2026-02,,189,B80120,Fees Suspense A/c,5014404.76,5014404.76,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
190,2026-02-28,,WB-2026-02,,190,B80170,VAT Control Account,-24245870.47,0,24245870.47,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
191,2026-02-28,,WB-2026-02,,191,I10047,IAC Fees,-5103347.0,0,5103347.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
192,2026-02-28,,WB-2026-02,,192,I10060,Actuarial - Once-off,-14966534.84,0,14966534.84,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
193,2026-02-28,,WB-2026-02,,193,I10067,AF Trust Fund,-650761.85,0,650761.85,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
194,2026-02-28,,WB-2026-02,,194,I10068,Retirement plans - Income Draw Down,-1295533.0,0,1295533.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
195,2026-02-28,,WB-2026-02,,195,I10070,IPP - Vuna Retirement Plan,-7157148.5,0,7157148.5,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
196,2026-02-28,,WB-2026-02,,196,I10073.2,Management Fees,2160728.2,2160728.2,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
197,2026-02-28,,WB-2026-02,,197,I25001,Emol.Pack-Salaries,52650611.08,52650611.08,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
198,2026-02-28,,WB-2026-02,,198,I25002,Emol.Pack-Housing Subsid,789774.0,789774.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
199,2026-02-28,,WB-2026-02,,199,I25003,Emol.Pack-Med.Contribut.,2888646.79,2888646.79,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
200,2026-02-28,,WB-2026-02,,200,I25004,Emol.Pack-Pens.Contribut.,4433814.0,4433814.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
201,2026-02-28,,WB-2026-02,,201,I25005,Emol.Pack-Other,167000.0,167000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
202,2026-02-28,,WB-2026-02,,202,I25009,Co.Contrib-Life Assurance,930285.58,930285.58,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
203,2026-02-28,,WB-2026-02,,203,I25020,Temporary Staff-General,15000.0,15000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
204,2026-02-28,,WB-2026-02,,204,I25026,Training EXTERNAL,824252.52,824252.52,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
205,2026-02-28,,WB-2026-02,,205,I25027,Training INTERNAL,119600.0,119600.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
206,2026-02-28,,WB-2026-02,,206,I25029,Other Staff Costs,-9534562.92,0,9534562.92,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
207,2026-02-28,,WB-2026-02,,207,I25032,Commissions - Lead,306919.38,306919.38,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
208,2026-02-28,,WB-2026-02,,208,I25044,Emol-Pack PRMF,115750.0,115750.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
209,2026-02-28,,WB-2026-02,,209,I25071,Prem-Cleaning,247500.0,247500.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
210,2026-02-28,,WB-2026-02,,210,I25072,Prem-Electricity,137262.03,137262.03,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
211,2026-02-28,,WB-2026-02,,211,I25073,Prem-Security,61736.0,61736.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
212,2026-02-28,,WB-2026-02,,212,I25074,Prem-Rates,452598.3,452598.3,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
213,2026-02-28,,WB-2026-02,,213,I25079,Prem-Rental(EXTERNAL),2118586.06,2118586.06,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
214,2026-02-28,,WB-2026-02,,214,I25080,Prem-Parking(EXTERNAL),347280.0,347280.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
215,2026-02-28,,WB-2026-02,,215,I25111,Printing-General,313723.45,313723.45,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
216,2026-02-28,,WB-2026-02,,216,I25114,Stationery-General,102000.0,102000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
217,2026-02-28,,WB-2026-02,,217,I25141,Prof.Fees-Audit Fees,473750.0,473750.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
218,2026-02-28,,WB-2026-02,,218,I25145,Prof.Fees-Other,3631510.79,3631510.79,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
219,2026-02-28,,WB-2026-02,,219,I25181,Trav. Air Fares,647794.0,647794.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
220,2026-02-28,,WB-2026-02,,220,I25182,Trav. Accom.,304102.0,304102.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
221,2026-02-28,,WB-2026-02,,221,I25191,Travel  Hotel  Entert.:Travel Susp Acc,113.43,113.43,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
222,2026-02-28,,WB-2026-02,,222,I25203,Bus.Advert-General,1859789.46,1859789.46,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
223,2026-02-28,,WB-2026-02,,223,I25205,Sponsorships-General,323250.0,323250.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
224,2026-02-28,,WB-2026-02,,224,I25232,Telephone-Variable,139509.48,139509.48,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
225,2026-02-28,,WB-2026-02,,225,I25236,Courier Services Cost,38815.65,38815.65,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
226,2026-02-28,,WB-2026-02,,226,I25262,S/ware Depreciation,783300.72,783300.72,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
227,2026-02-28,,WB-2026-02,,227,I25263,Bldg.Imp.(L/Hold)-Deprec,775515.93,775515.93,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
228,2026-02-28,,WB-2026-02,,228,I25264,Furn-Depreciation,271543.75,271543.75,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
229,2026-02-28,,WB-2026-02,,229,I25265,Equip-Depreciation,848194.04,848194.04,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
230,2026-02-28,,WB-2026-02,,230,I25268,Goodwill amortisation,65027.17,65027.17,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
231,2026-02-28,,WB-2026-02,,231,I25291,Entertainment-(IN TOWN),569725.89,569725.89,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
232,2026-02-28,,WB-2026-02,,232,I25293,Entertainment-(OUT OF TOWN),30000.0,30000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
233,2026-02-28,,WB-2026-02,,233,I25358,Subscriptions General,63611.39,63611.39,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
234,2026-02-28,,WB-2026-02,,234,I25361,Books & Periodicals,181911.2,181911.2,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
235,2026-02-28,,WB-2026-02,,235,I25362,STAFF WELFARE,36000.0,36000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
236,2026-02-28,,WB-2026-02,,236,I25365,Donations-Charitable,130000.0,130000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
237,2026-02-28,,WB-2026-02,,237,I25367,Summary:Gen Exp Other,427350.81,427350.81,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
238,2026-02-28,,WB-2026-02,,238,I25401,Insurance-P.I.,1426823.18,1426823.18,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
239,2026-02-28,,WB-2026-02,,239,I25423,Comp-Depreciation,672099.07,672099.07,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
240,2026-02-28,,WB-2026-02,,240,I25429,Software Licence Fees,704992.87,704992.87,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
241,2026-02-28,,WB-2026-02,,241,I25455,MV - Leasing Costs (non personnel),333786.0,333786.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
242,2026-02-28,,WB-2026-02,,242,ZAAC-TAXEXPENSE,Tax expense,21909338.32,21909338.32,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
243,2026-03-31,,WB-2026-03,,243,B35200,Furn Accum-Depreciation,-271544.56,0,271544.56,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
244,2026-03-31,,WB-2026-03,,244,B35240,Equip Accum-Depr,-848194.93,0,848194.93,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
245,2026-03-31,,WB-2026-03,,245,B35250,Comp Equip-Cost Open Balance,124000.0,124000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
246,2026-03-31,,WB-2026-03,,246,B35290,Comp Equip- Accum Depreciation,-672099.89,0,672099.89,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
247,2026-03-31,,WB-2026-03,,247,B35330,Goodwill-Accum. Amortisation,-65027.17,0,65027.17,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
248,2026-03-31,,WB-2026-03,,248,B35340,Comp S/Ware Acc -Write Off,-783300.8,0,783300.8,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
249,2026-03-31,,WB-2026-03,,249,B35370,Lease Improv - Accum Ammortization,-775516.02,0,775516.02,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
250,2026-03-31,,WB-2026-03,,250,B55110,Other Receivable,-10090.0,0,10090.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
251,2026-03-31,,WB-2026-03,,251,B55130,Due from/to Directors,1072900.0,1072900.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
252,2026-03-31,,WB-2026-03,,252,B55140,Other Debtor - Claims Receivab,16069.0,16069.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
253,2026-03-31,,WB-2026-03,,253,B55430,Interest Receivable,261976.86,261976.86,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
254,2026-03-31,,WB-2026-03,,254,B55480,Drs-Income Control,-105365295.82,0,105365295.82,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
255,2026-03-31,,WB-2026-03,,255,B55481,Staff Advance and Imprest,594954.0,594954.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
256,2026-03-31,,WB-2026-03,,256,B55490,DUE TO/FROM ZAMARA HOLDING CO.,13241671.49,13241671.49,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
257,2026-03-31,,WB-2026-03,,257,B60090,EQUITY BANK,449080.0,449080.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
258,2026-03-31,,WB-2026-03,,258,B60110,KENYA COMMERCIAL BANK,-245655.95,0,245655.95,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
259,2026-03-31,,WB-2026-03,,259,B60160,NCBA Bank-US$ OFFICE,5802527.72,5802527.72,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
260,2026-03-31,,WB-2026-03,,260,B60180,NCBA Office Bank Account,-1029424.18,0,1029424.18,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
261,2026-03-31,,WB-2026-03,,261,B60190,PETTY CASH - OFFICE,-110827.0,0,110827.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
262,2026-03-31,,WB-2026-03,,262,B60401,CBA CARD CENTRE,797030.93,797030.93,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
263,2026-03-31,,WB-2026-03,,263,B60410,JAMBO JET- AIRTICKETS,-286750.0,0,286750.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
264,2026-03-31,,WB-2026-03,,264,B65110,Other Receivables - Disbursements,-893421.83,0,893421.83,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
265,2026-03-31,,WB-2026-03,,265,B65130,Due from/to AFRIB Transactional,-251894.82,0,251894.82,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
266,2026-03-31,,WB-2026-03,,266,B65150,Fixed Deposit Account,60000000.0,60000000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
267,2026-03-31,,WB-2026-03,,267,B65160,Placements,937889.66,937889.66,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
268,2026-03-31,,WB-2026-03,,268,B65180,Debtors Prepaid other,8556396.92,8556396.92,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
269,2026-03-31,,WB-2026-03,,269,B65200,Provision for Bad Debts,9626956.73,9626956.73,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
270,2026-03-31,,WB-2026-03,,270,B65240,VAT Receivable Debtor,702342.0,702342.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
271,2026-03-31,,WB-2026-03,,271,B65290,Withholding IncomeTax,9503016.0,9503016.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
272,2026-03-31,,WB-2026-03,,272,B70140,Zamara pension Scheme,10384029.0,10384029.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
273,2026-03-31,,WB-2026-03,,273,B70141,Post retirement medical fund,-457260.0,0,457260.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
274,2026-03-31,,WB-2026-03,,274,B70142,ABSA LIFE CHECK OFF,22042.0,22042.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
275,2026-03-31,,WB-2026-03,,275,B70150,Management fees-Subsidiary,-1692461.01,0,1692461.01,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
276,2026-03-31,,WB-2026-03,,276,B70180,Due to/from C & P/AFFS,611561.01,611561.01,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
277,2026-03-31,,WB-2026-03,,277,B70190,Withholding tax 5 %,-73653.09,0,73653.09,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
278,2026-03-31,,WB-2026-03,,278,B70195,Withholding VAT 2%-Creditors,41253.3,41253.3,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
279,2026-03-31,,WB-2026-03,,279,B70200,C&P Coop Sacco,2414416.2,2414416.2,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
280,2026-03-31,,WB-2026-03,,280,B70205,WithHolding Tax Other -20% International Creditors,504466.0,504466.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
281,2026-03-31,,WB-2026-03,,281,B70210,Social Health Insurance Fund,24284.0,24284.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
282,2026-03-31,,WB-2026-03,,282,B70220,National Social Security Fund,-2376696.0,0,2376696.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
283,2026-03-31,,WB-2026-03,,283,B70230,Paymaster General (PAYE,785101.0,785101.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
284,2026-03-31,,WB-2026-03,,284,B70235,Salaries and Wages,-9132666.16,0,9132666.16,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
