Entry_No,Posting_Date,Document_Type,Document_No,External_Document_No,Transaction_No,G_L_Account_No,Description,Amount,Debit_Amount,Credit_Amount,Source_Code,Source_Type,Source_No,Dimension_Set_ID,Global_Dimension_1_Code,Global_Dimension_2_Code,Business_Unit_Code,IC_Partner_Code,User_ID,Reversed,Reversed_by_Entry_No,Reversed_Entry_No
634,2026-04-30,,WB-SNAPSHOT,,634,B60191,Petty Cash - Lubumbashi,338.31,338.31,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
635,2026-04-30,,WB-SNAPSHOT,,635,B60192,Petty Cash - Goma,0.6,0.6,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
636,2026-04-30,,WB-SNAPSHOT,,636,B60193,Petty Cash - Bukavu,301.0,301.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
637,2026-04-30,,WB-SNAPSHOT,,637,B10120,Ord.Share Capital,-575160.55,0,575160.55,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
638,2026-04-30,,WB-SNAPSHOT,,638,B15110,Distr.Reser-RetainedInc,396119.0,396119.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
639,2026-04-30,,WB-SNAPSHOT,,639,B65130,  Due from/to AFRIB Transactional,-20000.0,0,20000.0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
640,2026-04-30,,WB-SNAPSHOT,,640,B65160,  Placements,4136.5,4136.5,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
641,2026-04-30,,WB-SNAPSHOT,,641,B70290,Premiums payable,-419770.24,0,419770.24,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
642,2026-04-30,,WB-SNAPSHOT,,642,B70235,Salaries and Wages,4713.17,4713.17,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
643,2026-04-30,,WB-SNAPSHOT,,643,B70280,  Prov-Sundries,-15066.34,0,15066.34,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
644,2026-04-30,,WB-SNAPSHOT,,644,B70400,  Other Payables-Refunds,-1360.8,0,1360.8,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
