Entry_No,Posting_Date,Document_Type,Document_No,External_Document_No,Transaction_No,G_L_Account_No,Description,Amount,Debit_Amount,Credit_Amount,Source_Code,Source_Type,Source_No,Dimension_Set_ID,Global_Dimension_1_Code,Global_Dimension_2_Code,Business_Unit_Code,IC_Partner_Code,User_ID,Reversed,Reversed_by_Entry_No,Reversed_Entry_No
480,2026-04-30,,WB-SNAPSHOT,,480,7370/000,Prov-Sundries,-283700882.94,0,283700882.94,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
481,2026-04-30,,WB-SNAPSHOT,,481,7400/000,Withholding Tax Payable,-7389924.83,0,7389924.83,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
482,2026-04-30,,WB-SNAPSHOT,,482,7410/000,CRS-Trade (Operating),-7805599.89,0,7805599.89,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
483,2026-04-30,,WB-SNAPSHOT,,483,7420/000,Revaluation Surplus Account,-17690000.0,0,17690000.0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
484,2026-04-30,,WB-SNAPSHOT,,484,7450/000,VAT Control Account,144495246.06,144495246.06,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
485,2026-04-30,,WB-SNAPSHOT,,485,7481/000,DIRECTORS FEES PROVISION ACCOUNT,-25667972.33,0,25667972.33,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
486,2026-04-30,,WB-SNAPSHOT,,486,7501/000,AUDIT FEES PROVISION ACCOUNT,-2434436.18,0,2434436.18,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
487,2026-04-30,,WB-SNAPSHOT,,487,7510/000,PF Salary Clearance,-19825718.4,0,19825718.4,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
488,2026-04-30,,WB-SNAPSHOT,,488,7521/000,SERVICE CHARGES PROVISION,-853484.73,0,853484.73,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
489,2026-04-30,,WB-SNAPSHOT,,489,7550/000,Tax Provision-Other,-21356634.41,0,21356634.41,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
490,2026-04-30,,WB-SNAPSHOT,,490,7600/000,Ord.Share Capital,-11093480.68,0,11093480.68,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
491,2026-04-30,,WB-SNAPSHOT,,491,7610/000,Funds Awaiting Capitalisation,-32685000.0,0,32685000.0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
492,2026-04-30,,WB-SNAPSHOT,,492,7630/000,Share Premium,-350633235.07,0,350633235.07,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
493,2026-04-30,,WB-SNAPSHOT,,493,7640/000,Distr.Reser-Retained Inc,-1477279334.84,0,1477279334.84,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
494,2026-04-30,,WB-SNAPSHOT,,494,1750/500,M/C-Admin Fees,-945404683.2,0,945404683.2,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
495,2026-04-30,,WB-SNAPSHOT,,495,1940/500,Investment Income on Reserves,-57706714.15,0,57706714.15,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
496,2026-04-30,,WB-SNAPSHOT,,496,3000/200,Emol.Pack-Salaries,158122851.64,158122851.64,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
497,2026-04-30,,WB-SNAPSHOT,,497,3010/200,Emol.Pack-Other,5700545.01,5700545.01,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
498,2026-04-30,,WB-SNAPSHOT,,498,3020/200,Emol.Pack-Med.Contribut.,6856000.0,6856000.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
499,2026-04-30,,WB-SNAPSHOT,,499,3030/200,Emol.Pack-Pens.Contribut.,15812285.16,15812285.16,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
500,2026-04-30,,WB-SNAPSHOT,,500,3080/200,Co.Contrib-Life Assurance,3162457.03,3162457.03,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
501,2026-04-30,,WB-SNAPSHOT,,501,3200/200,Fringe Benefit Tax (FBT),3076473.6,3076473.6,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
502,2026-04-30,,WB-SNAPSHOT,,502,3240/200,Welfare-General,4291758.0,4291758.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
503,2026-04-30,,WB-SNAPSHOT,,503,3290/200,Other Staff Costs,1521582.5,1521582.5,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
504,2026-04-30,,WB-SNAPSHOT,,504,3350/200,MV-Depreciation,16349669.32,16349669.32,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
505,2026-04-30,,WB-SNAPSHOT,,505,3360/200,MV-Fuel Costs,10261275.0,10261275.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
506,2026-04-30,,WB-SNAPSHOT,,506,3380/200,Trav. Air Fares,6540000.0,6540000.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
507,2026-04-30,,WB-SNAPSHOT,,507,3410/200,Trav. Car Hire,5328629.47,5328629.47,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
508,2026-04-30,,WB-SNAPSHOT,,508,3400/200,Trav. Sundry exp.,2265815.21,2265815.21,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
509,2026-04-30,,WB-SNAPSHOT,,509,3490/200,Conference Attended by Us,11771202.53,11771202.53,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
510,2026-04-30,,WB-SNAPSHOT,,510,3510/200,Management expenses,76154492.0,76154492.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
511,2026-04-30,,WB-SNAPSHOT,,511,3570/200,S/ware Depreciation,9561136.28,9561136.28,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
512,2026-04-30,,WB-SNAPSHOT,,512,3630/200,Summary:IT Recoveries,30693271.63,30693271.63,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
513,2026-04-30,,WB-SNAPSHOT,,513,3650/200,Telephone-Variable,4107000.0,4107000.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
514,2026-04-30,,WB-SNAPSHOT,,514,3720/200,Printing-General,1929717.78,1929717.78,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
515,2026-04-30,,WB-SNAPSHOT,,515,3790/200,Prem-Cleaning,2606139.94,2606139.94,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
516,2026-04-30,,WB-SNAPSHOT,,516,3800/200,Prem-Electricity,1492000.0,1492000.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
517,2026-04-30,,WB-SNAPSHOT,,517,3840/200,Prem-General,5912273.21,5912273.21,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
518,2026-04-30,,WB-SNAPSHOT,,518,3860/200,Prem-Maint.Offices,206000.0,206000.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
