entity,period,statement,category_l1,category_l2,statement_line_code,line_label,line_order,dbt_kes,client_kes,difference,difference_pct,status,reason,note,client_as_stated_kes
RWANDA,2026-03,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,885367.06,885367.06,0.0,0.0,tie,,,885367.06
RWANDA,2026-03,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,179379.91,179379.92,-0.01,-0.0,tie,,,179379.92
RWANDA,2026-03,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,1027337.67,1027337.67,0.0,0.0,tie,,,1027337.67
RWANDA,2026-03,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SCI,EXPENSES,Taxation,taxation,Taxation,230,27173.22,27173.22,0.0,0.0,tie,,,27173.22
RWANDA,2026-03,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,9074111.62,9074111.62,-0.0,-0.0,tie,,,9074111.62
RWANDA,2026-03,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,3531337.92,3531337.92,0.0,0.0,tie,,,3531337.92
RWANDA,2026-03,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,-669852.89,-669852.89,-0.0,0.0,tie,,,-669852.89
RWANDA,2026-03,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,8830020.49,8830020.49,-0.0,-0.0,tie,,,8830020.49
RWANDA,2026-03,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,2341678.36,2341678.36,0.0,0.0,tie,,,2341678.36
RWANDA,2026-03,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-1370720.48,-1370720.48,-0.0,0.0,tie,,,-1370720.48
RWANDA,2026-03,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,11331731.83,11331731.83,0.0,0.0,tie,,,11331731.83
RWANDA,2026-03,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,22261798.75,22261798.75,0.0,0.0,tie,,,22261798.75
RWANDA,2026-03,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-27173.22,-27092.86,-80.36,0.3,DIFFERENCE,rounding / FX,,-27092.86
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,51581572.65,51581572.66,-0.01,-0.0,tie,,,-51581572.66
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,0.0,310.04,-310.04,-100.0,DIFFERENCE,we show nothing,,-310.04
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,-503855.91,-503855.91,-0.0,0.0,tie,,,503855.91
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,69874.0,69874.0,-0.0,-0.0,tie,,,-69874.0
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,4155111.65,4155111.95,-0.3,-0.0,tie,,,-4155111.95
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,4284941.32,4284941.32,0.0,0.0,tie,,,-4284941.32
RWANDA,2026-04,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,279953.45,279953.45,-0.0,-0.0,tie,,,-279953.45
RWANDA,2026-04,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,15829814.83,15829814.82,0.01,0.0,tie,,,-15829814.82
RWANDA,2026-04,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SCI,INCOME,Other income,other_income,Other Income,70,462100.86,462100.86,-0.0,-0.0,tie,,,-462100.86
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,12613409.75,12613409.74,0.01,0.0,tie,,,12613409.74
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,1713498.0,1713498.0,-0.0,-0.0,tie,,,1713498.0
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,236483.79,236483.79,0.0,0.0,tie,,,236483.79
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,97583.55,97583.55,-0.0,-0.0,tie,,,97583.55
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,communications,Communications,120,402805.37,402805.37,-0.0,-0.0,tie,,,402805.37
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,102808.61,102808.61,0.0,0.0,tie,,,102808.61
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,premises,Premises,140,946976.3,946976.3,-0.0,-0.0,tie,,,946976.3
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,100956.75,100956.75,-0.0,-0.0,tie,,,100956.75
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,200330.6,200330.6,-0.0,-0.0,tie,,,200330.6
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,469234.93,469234.93,-0.0,-0.0,tie,,,469234.93
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,1184987.36,1184987.36,0.0,0.0,tie,,,1184987.36
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,236988.74,236988.74,0.0,0.0,tie,,,236988.74
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,1032493.46,1032493.47,-0.01,-0.0,tie,,,1032493.47
RWANDA,2026-04,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SCI,EXPENSES,Taxation,taxation,Taxation,230,455475.97,455475.97,0.0,0.0,tie,,,455475.97
RWANDA,2026-04,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,8735737.59,8735737.59,-0.0,-0.0,tie,,,8735737.59
RWANDA,2026-04,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,3469897.51,3469897.51,0.0,0.0,tie,,,3469897.51
RWANDA,2026-04,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,-664527.21,-664527.21,0.0,-0.0,tie,,,-664527.21
RWANDA,2026-04,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,7910359.02,7910359.02,-0.0,-0.0,tie,,,7910359.02
RWANDA,2026-04,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,1587323.5,1587323.5,-0.0,-0.0,tie,,,1587323.5
RWANDA,2026-04,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-1359822.53,-1359822.53,0.0,-0.0,tie,,,-1359822.53
RWANDA,2026-04,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,14807518.68,14807518.68,0.0,0.0,tie,,,14807518.68
RWANDA,2026-04,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,22084805.65,22084805.65,0.0,0.0,tie,,,22084805.65
RWANDA,2026-04,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-455475.97,-453560.4,-1915.57,0.42,DIFFERENCE,rounding / FX,,-453560.4
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,51171471.81,51171471.82,-0.01,-0.0,tie,,,-51171471.82
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,0.0,-4470.0,4470.0,-100.0,DIFFERENCE,we show nothing,,4470.0
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,-499849.99,-499849.99,-0.0,0.0,tie,,,499849.99
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,1062777.27,1062777.27,0.0,0.0,tie,,,-1062777.27
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,4387802.42,4387802.73,-0.31,-0.0,tie,,,-4387802.73
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,4283604.75,4283604.75,0.0,0.0,tie,,,-4283604.75
RWANDA,2026-05,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,345293.93,345293.93,0.0,0.0,tie,,,-345293.93
RWANDA,2026-05,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,20846563.49,20846563.48,0.01,0.0,tie,,,-20846563.48
RWANDA,2026-05,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SCI,INCOME,Other income,other_income,Other Income,70,546170.59,546170.59,0.0,0.0,tie,,,-546170.59
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,15867219.68,15867219.65,0.03,0.0,tie,,,15867219.65
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,1716954.33,1716954.33,-0.0,-0.0,tie,,,1716954.33
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,245702.41,245702.41,-0.0,-0.0,tie,,,245702.41
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,97553.11,97553.11,-0.0,-0.0,tie,,,97553.11
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,communications,Communications,120,498128.53,498128.52,0.01,0.0,tie,,,498128.52
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,102776.55,102776.55,-0.0,-0.0,tie,,,102776.55
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,premises,Premises,140,1207297.51,1207297.51,-0.0,-0.0,tie,,,1207297.51
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,100925.25,100925.25,0.0,0.0,tie,,,100925.25
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,200268.11,200268.11,-0.0,-0.0,tie,,,200268.11
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,469088.56,469088.56,0.0,0.0,tie,,,469088.56
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,1485383.64,1485383.65,-0.01,-0.0,tie,,,1485383.65
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,293920.69,293920.69,0.0,0.0,tie,,,293920.69
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,1040832.53,1040832.52,0.01,0.0,tie,,,1040832.52
RWANDA,2026-05,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SCI,EXPENSES,Taxation,taxation,Taxation,230,808674.57,808674.57,-0.0,-0.0,tie,,,808674.57
RWANDA,2026-05,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,8492012.89,8492012.89,0.0,0.0,tie,,,8492012.89
RWANDA,2026-05,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,3445664.74,3445664.73,0.01,0.0,tie,,,3445664.73
RWANDA,2026-05,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,-666293.0,-666293.0,-0.0,0.0,tie,,,-666293.0
RWANDA,2026-05,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,6991030.57,6991030.57,0.0,0.0,tie,,,6991030.57
RWANDA,2026-05,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,764708.59,764708.59,0.0,0.0,tie,,,764708.59
RWANDA,2026-05,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-1363435.87,-1363435.87,-0.0,0.0,tie,,,-1363435.87
RWANDA,2026-05,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,18082370.56,18082370.55,0.01,0.0,tie,,,18082370.55
RWANDA,2026-05,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,22143489.83,22143489.81,0.02,0.0,tie,,,22143489.81
RWANDA,2026-05,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-808674.57,-807665.27,-1009.3,0.12,DIFFERENCE,rounding / FX,,-807665.27
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,51307445.64,51307445.62,0.02,0.0,tie,,,-51307445.62
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,0.0,-2354.95,2354.95,-100.0,DIFFERENCE,we show nothing,,2354.95
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,-501178.2,-501178.2,-0.0,0.0,tie,,,501178.2
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,1886907.32,1886907.32,-0.0,-0.0,tie,,,-1886907.32
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,4391063.21,4391063.21,0.0,0.0,tie,,,-4391063.21
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-05,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,7211729.46,7211729.47,-0.01,-0.0,tie,,,-7211729.47
RWANDA,2026-06,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,412650.12,412650.12,0.0,0.0,tie,,,-412650.12
RWANDA,2026-06,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,27911554.54,27911554.55,-0.01,-0.0,tie,,,-27911554.55
RWANDA,2026-06,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SCI,INCOME,Other income,other_income,Other Income,70,811214.71,811214.71,0.0,0.0,tie,,,-811214.71
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,19086604.25,19086604.25,-0.0,-0.0,tie,,,19086604.25
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,1861791.89,1861791.89,0.0,0.0,tie,,,1861791.89
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,290528.36,290528.36,0.0,0.0,tie,,,290528.36
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,141824.15,141824.15,-0.0,-0.0,tie,,,141824.15
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,communications,Communications,120,603848.22,603848.22,-0.0,-0.0,tie,,,603848.22
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,163375.75,163375.75,-0.0,-0.0,tie,,,163375.75
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,premises,Premises,140,1458988.71,1458988.71,-0.0,-0.0,tie,,,1458988.71
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,110727.16,110727.16,0.0,0.0,tie,,,110727.16
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,229861.93,229861.93,0.0,0.0,tie,,,229861.93
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,833492.54,833492.54,-0.0,-0.0,tie,,,833492.54
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,1785252.41,1785252.41,0.0,0.0,tie,,,1785252.41
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,369372.57,369372.57,0.0,0.0,tie,,,369372.57
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,1099398.28,1099398.29,-0.01,-0.0,tie,,,1099398.29
RWANDA,2026-06,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SCI,EXPENSES,Taxation,taxation,Taxation,230,2493624.78,2487358.02,6266.76,0.25,DIFFERENCE,rounding / FX,,2487358.02
RWANDA,2026-06,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,8210530.46,8210530.46,0.0,0.0,tie,,,8210530.46
RWANDA,2026-06,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,3406177.71,3406177.71,-0.0,-0.0,tie,,,3406177.71
RWANDA,2026-06,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,-665114.77,-665114.77,0.0,-0.0,tie,,,-665114.77
RWANDA,2026-06,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,10695688.6,10695688.6,0.0,0.0,tie,,,10695688.6
RWANDA,2026-06,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,3413507.25,3413507.25,0.0,0.0,tie,,,3413507.25
RWANDA,2026-06,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-1361024.85,-1361024.85,0.0,-0.0,tie,,,-1361024.85
RWANDA,2026-06,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,17537812.95,17537812.95,0.0,0.0,tie,,,17537812.95
RWANDA,2026-06,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,22104332.45,22104332.45,0.0,0.0,tie,,,22104332.45
RWANDA,2026-06,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-2493624.78,-2487358.02,-6266.76,0.25,DIFFERENCE,rounding / FX,,-2487358.02
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,51216716.27,51216716.27,0.0,0.0,tie,,,-51216716.27
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,0.0,-20889.23,20889.23,-100.0,DIFFERENCE,we show nothing,,20889.23
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,-500291.95,-500291.95,0.0,-0.0,tie,,,500291.95
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,5818457.83,5824724.6,-6266.77,-0.11,DIFFERENCE,rounding / FX,,-5824724.6
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,4334292.1,4334292.1,-0.0,-0.0,tie,,,-4334292.1
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,0.0,0.0,0.0,,tie,,,0.0
RWANDA,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
ZAAC,2026-02,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,68449055.62,68449055.62,0.0,0.0,tie,,,-68449055.62
ZAAC,2026-02,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,77041761.17,77041761.17,0.0,0.0,tie,,,-77041761.17
ZAAC,2026-02,SCI,INCOME,Revenue,umbrella_fund,Umbrella Fund,30,43860042.0,43860042.0,0.0,0.0,tie,,,-43860042.0
ZAAC,2026-02,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,0.0,0.0,0.0,,tie,,,0.0
ZAAC,2026-02,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,5103347.0,5103347.0,0.0,0.0,tie,,,-5103347.0
ZAAC,2026-02,SCI,INCOME,Revenue,retail_income,Retail,60,19138509.5,19138509.5,0.0,0.0,tie,,,-19138509.5
ZAAC,2026-02,SCI,INCOME,Other income,other_income,Other Income,70,4765612.0,4765612.0,0.0,0.0,tie,,,-4765612.0
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,109409173.55,109409173.55,0.0,0.0,tie,,,109409173.55
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,2540883.33,2540883.33,0.0,0.0,tie,,,2540883.33
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,778142.6,778142.6,0.0,0.0,tie,,,778142.6
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,3572802.87,3572802.87,0.0,0.0,tie,,,3572802.87
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,communications,Communications,120,448110.24,448110.24,0.0,0.0,tie,,,448110.24
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,570018.91,570018.91,0.0,0.0,tie,,,570018.91
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,premises,Premises,140,6690008.03,6690008.03,0.0,0.0,tie,,,6690008.03
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,2723347.14,2723347.14,0.0,0.0,tie,,,2723347.14
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,2743236.43,2743356.43,-120.0,-0.0,DIFFERENCE,rounding / FX,,2743356.43
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,5760450.79,5760450.79,0.0,0.0,tie,,,5760450.79
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,6831361.25,6831361.25,0.0,0.0,tie,,,6831361.25
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,1298409.4,1298409.4,0.0,0.0,tie,,,1298409.4
ZAAC,2026-02,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,1850845.08,1850845.08,0.0,0.0,tie,,,1850845.08
