entity,period,statement,category_l1,category_l2,statement_line_code,line_label,line_order,dbt_kes,client_kes,difference,difference_pct,status,reason,note,client_as_stated_kes
DRC,2026-05,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,-51317216.45,-51317216.45,0.0,-0.0,tie,,,51317216.45
DRC,2026-05,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,-10422324.55,-10422324.55,-0.0,0.0,tie,,,10422324.55
DRC,2026-05,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-05,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,-1371782.93,-1371782.93,0.0,-0.0,tie,,,1371782.93
DRC,2026-05,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,51641252.09,51641252.09,0.0,0.0,tie,,,-51641252.09
DRC,2026-05,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,41801336.38,41801336.38,-0.0,-0.0,tie,,,-41801336.38
DRC,2026-06,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SCI,INCOME,Other income,other_income,Other Income,70,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,11113105.08,11113105.08,-0.0,-0.0,tie,,,11113105.08
DRC,2026-06,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,3249949.4,3249949.4,0.0,0.0,tie,,,3249949.4
DRC,2026-06,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,346640.57,346640.57,0.0,0.0,tie,,,346640.57
DRC,2026-06,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,385195.72,385195.72,-0.0,-0.0,tie,,,385195.72
DRC,2026-06,SCI,EXPENSES,Operating expenses,communications,Communications,120,965075.33,965075.33,0.0,0.0,tie,,,965075.33
DRC,2026-06,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,424291.62,424291.62,-0.0,-0.0,tie,,,424291.62
DRC,2026-06,SCI,EXPENSES,Operating expenses,premises,Premises,140,6257160.36,6257160.36,0.0,0.0,tie,,,6257160.36
DRC,2026-06,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,2598200.13,2598200.14,-0.01,-0.0,tie,,,2598200.14
DRC,2026-06,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,7516451.72,7516451.72,-0.0,-0.0,tie,,,7516451.72
DRC,2026-06,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,2114322.23,2114322.23,-0.0,-0.0,tie,,,2114322.23
DRC,2026-06,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,1514991.04,1514991.04,0.0,0.0,tie,,,1514991.04
DRC,2026-06,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,4345871.35,4345871.36,-0.01,-0.0,tie,,,4345871.36
DRC,2026-06,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,950976.95,950976.95,0.0,0.0,tie,,,950976.95
DRC,2026-06,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SCI,EXPENSES,Taxation,taxation,Taxation,230,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,11532357.02,11532357.02,0.0,0.0,tie,,,11532357.02
DRC,2026-06,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,49111064.59,49111065.06,-0.47,-0.0,tie,,,49111065.06
DRC,2026-06,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,5106494.51,5106494.51,-0.0,-0.0,tie,,,5106494.51
DRC,2026-06,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-10096182.6,-10096182.6,-0.0,0.0,tie,,,-10096182.6
DRC,2026-06,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,3227997.29,3227997.29,-0.0,-0.0,tie,,,3227997.29
DRC,2026-06,SFP,ASSETS,Current Assets,client_cash,Cash - Client Cash,370,7184040.99,7184040.99,0.0,0.0,tie,,,7184040.99
DRC,2026-06,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,646539.11,646539.11,0.0,0.0,tie,,,646539.11
DRC,2026-06,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,12060.34,12060.33,0.01,0.0,tie,,,12060.33
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,74483291.23,74483291.23,-0.0,-0.0,tie,,,-74483291.23
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,0.0,20.16,-20.16,-100.0,DIFFERENCE,we show nothing,,-20.16
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,-51297410.5,-51297410.5,0.0,-0.0,tie,,,51297410.5
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,19104.87,19104.87,-0.0,-0.0,tie,,,-19104.87
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,37197410.36,37197409.89,0.47,0.0,tie,,,-37197409.89
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,6321955.6,6321956.07,-0.47,-0.0,tie,,,-6321956.07
DRC,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,36130002.87,36130002.85,0.02,0.0,tie,,,-36130002.85
MALAWI,2026-02,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SCI,INCOME,Other income,other_income,Other Income,70,2062952.21,2062952.21,0.0,0.0,tie,,,-2062952.21
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,8980617.11,8980617.11,0.0,0.0,tie,,,8980617.11
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,144213.72,144213.72,-0.0,-0.0,tie,,,144213.72
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,communications,Communications,120,153649.65,153649.65,-0.0,-0.0,tie,,,153649.65
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,250690.95,250690.95,-0.0,-0.0,tie,,,250690.95
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,premises,Premises,140,706449.57,706449.57,0.0,0.0,tie,,,706449.57
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,477814.74,477814.74,-0.0,-0.0,tie,,,477814.74
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,577697.97,577697.97,0.0,0.0,tie,,,577697.97
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,772396.58,772396.57,0.01,0.0,tie,,,772396.57
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,2617967.17,2617967.16,0.01,0.0,tie,,,2617967.16
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,312565.21,312565.21,0.0,0.0,tie,,,312565.21
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,358255.31,358255.31,0.0,0.0,tie,,,358255.31
MALAWI,2026-02,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,2829088.69,2829088.69,0.0,0.0,tie,,,2829088.69
MALAWI,2026-02,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SCI,EXPENSES,Taxation,taxation,Taxation,230,6875326.88,6875326.87,0.01,0.0,tie,,,6875326.87
MALAWI,2026-02,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,13749387.61,13749387.61,-0.0,-0.0,tie,,,13749387.61
MALAWI,2026-02,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,10148233.5,10148233.49,0.01,0.0,tie,,,10148233.49
MALAWI,2026-02,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,281393.09,281393.09,0.0,0.0,tie,,,281393.09
MALAWI,2026-02,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,138770734.57,138770734.52,0.05,0.0,tie,,,138770734.52
MALAWI,2026-02,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,8160388.41,8160388.4,0.01,0.0,tie,,,8160388.4
MALAWI,2026-02,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-45942147.8,-45942147.78,-0.02,0.0,tie,,,-45942147.78
MALAWI,2026-02,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,3115542.84,3115542.84,0.0,0.0,tie,,,3115542.84
MALAWI,2026-02,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,42636623.93,42636623.92,0.01,0.0,tie,,,42636623.92
MALAWI,2026-02,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,2020081.93,2020081.93,0.0,0.0,tie,,,2020081.93
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,824892.23,824892.23,0.0,0.0,tie,,,-824892.23
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,29818285.83,29828826.65,-10540.82,-0.04,DIFFERENCE,rounding / FX,,-29828826.65
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,99312718.38,99312718.35,0.03,0.0,tie,,,-99312718.35
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,13136221.53,13136221.52,0.01,0.0,tie,,,-13136221.52
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,29837579.27,29837579.26,0.01,0.0,tie,,,-29837579.26
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-02,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,53169578.94,53169578.91,0.03,0.0,tie,,,-53169578.91
MALAWI,2026-03,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SCI,INCOME,Other income,other_income,Other Income,70,3004714.48,3004714.48,0.0,0.0,tie,,,-3004714.48
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,11376846.04,11376846.03,0.01,0.0,tie,,,11376846.03
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,977285.35,977285.35,0.0,0.0,tie,,,977285.35
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,22360.48,22360.48,0.0,0.0,tie,,,22360.48
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,communications,Communications,120,231207.4,231207.4,0.0,0.0,tie,,,231207.4
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,375368.23,375368.23,0.0,0.0,tie,,,375368.23
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,premises,Premises,140,1021996.35,1021996.35,-0.0,-0.0,tie,,,1021996.35
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,593596.31,593596.31,0.0,0.0,tie,,,593596.31
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,852958.29,852958.29,0.0,0.0,tie,,,852958.29
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,1513901.65,1513901.65,0.0,0.0,tie,,,1513901.65
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,3865452.83,3865452.82,0.01,0.0,tie,,,3865452.82
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,332789.22,332789.22,-0.0,-0.0,tie,,,332789.22
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,400346.33,400346.33,-0.0,-0.0,tie,,,400346.33
MALAWI,2026-03,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,4257128.22,4257128.22,0.0,0.0,tie,,,4257128.22
MALAWI,2026-03,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SCI,EXPENSES,Taxation,taxation,Taxation,230,9737758.03,9737758.03,0.0,0.0,tie,,,9737758.03
MALAWI,2026-03,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,13237534.72,13237534.71,0.01,0.0,tie,,,13237534.71
MALAWI,2026-03,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,10236836.44,10236836.43,0.01,0.0,tie,,,10236836.43
MALAWI,2026-03,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,10911075.63,10911075.62,0.01,0.0,tie,,,10911075.62
MALAWI,2026-03,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,95396037.07,95396037.01,0.06,0.0,tie,,,95396037.01
MALAWI,2026-03,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,6966146.96,6966146.95,0.01,0.0,tie,,,6966146.95
MALAWI,2026-03,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-47771302.41,-47771302.37,-0.04,0.0,tie,,,-47771302.37
MALAWI,2026-03,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,29698941.82,29698941.8,0.02,0.0,tie,,,29698941.8
MALAWI,2026-03,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,73386418.4,73386418.36,0.04,0.0,tie,,,73386418.36
MALAWI,2026-03,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-727222.42,-727222.42,0.0,-0.0,tie,,,-727222.42
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,832094.26,832094.26,0.0,0.0,tie,,,-832094.26
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,30078625.51,30209327.33,-130701.82,-0.43,DIFFERENCE,rounding / FX,,-30209327.33
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,110807030.89,110807030.82,0.07,0.0,tie,,,-110807030.82
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,20615298.67,20615298.66,0.01,0.0,tie,,,-20615298.66
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,28870715.06,28870715.04,0.02,0.0,tie,,,-28870715.04
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,70452993.25,70452993.21,0.04,0.0,tie,,,-70452993.21
MALAWI,2026-04,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SCI,INCOME,Other income,other_income,Other Income,70,4300392.01,4300392.0,0.01,0.0,tie,,,-4300392.0
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,14795797.0,14795796.99,0.01,0.0,tie,,,14795796.99
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,1053320.29,1053320.29,0.0,0.0,tie,,,1053320.29
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,877207.9,877207.89,0.01,0.0,tie,,,877207.89
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,communications,Communications,120,306059.88,306059.88,-0.0,-0.0,tie,,,306059.88
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,584397.08,584397.08,0.0,0.0,tie,,,584397.08
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,premises,Premises,140,1346547.21,1346547.21,0.0,0.0,tie,,,1346547.21
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,1719087.67,1719087.67,-0.0,-0.0,tie,,,1719087.67
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,1126178.56,1126178.56,0.0,0.0,tie,,,1126178.56
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,1708664.17,1708664.17,-0.0,-0.0,tie,,,1708664.17
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,5564649.98,5564649.98,0.0,0.0,tie,,,5564649.98
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,332729.27,332729.27,-0.0,-0.0,tie,,,332729.27
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,436746.08,436746.08,-0.0,-0.0,tie,,,436746.08
MALAWI,2026-04,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,5675148.44,5675148.43,0.01,0.0,tie,,,5675148.43
MALAWI,2026-04,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SCI,EXPENSES,Taxation,taxation,Taxation,230,12381364.96,12381364.95,0.01,0.0,tie,,,12381364.95
MALAWI,2026-04,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,12526030.29,12526030.29,-0.0,-0.0,tie,,,12526030.29
MALAWI,2026-04,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,10165013.43,10165013.43,0.0,0.0,tie,,,10165013.43
MALAWI,2026-04,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,10834522.07,10834522.07,0.0,0.0,tie,,,10834522.07
MALAWI,2026-04,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,79968131.75,79968131.73,0.02,0.0,tie,,,79968131.73
MALAWI,2026-04,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,7357301.51,7357301.51,0.0,0.0,tie,,,7357301.51
MALAWI,2026-04,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,-48854152.81,-48854152.79,-0.02,0.0,tie,,,-48854152.79
MALAWI,2026-04,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,1312783.51,1312783.51,0.0,0.0,tie,,,1312783.51
MALAWI,2026-04,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,114953975.24,114953975.2,0.04,0.0,tie,,,114953975.2
MALAWI,2026-04,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,2942094.55,2942094.55,0.0,0.0,tie,,,2942094.55
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,826256.18,826256.18,-0.0,-0.0,tie,,,-826256.18
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,29867589.88,29853079.12,14510.76,0.05,DIFFERENCE,rounding / FX,,-29853079.12
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,110029594.03,110029593.99,0.04,0.0,tie,,,-110029593.99
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,26845486.77,26845486.75,0.02,0.0,tie,,,-26845486.75
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,23651283.46,23651283.45,0.01,0.0,tie,,,-23651283.45
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-05,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
MALAWI,2026-05,SCI,INCOME,Revenue,pension_admin_fee,Pension Admin Fee,20,90938418.73,90938418.73,-0.0,-0.0,tie,,,-90938418.73
