period,period_end,entity,statement,section_group,line_label,row_type,statement_line_code,amount_client_basis,amount_presentation,source_tab,source_row,source_file
2026-03,2026-03-31,ZAAC,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,ZAMRE,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,ZARIB,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,MALAWI,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,MENA,SFP,Current liabilities,(group_subtotal),group_subtotal,,3.55,3.55,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,NIGERIA,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,RWANDA,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,ZHL,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,ZATL,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,DRC,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-03,2026-03-31,C&P,SFP,Current liabilities,(group_subtotal),group_subtotal,,0.0,0.0,SFP Detailed,52,March 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZAAC,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,-124054353.23,124054353.23,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZAMRE,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,0.0,-0.0,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZARIB,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,0.0,-0.0,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,MALAWI,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,0.0,-0.0,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,MENA,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,-25495883.85,25495883.85,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,NIGERIA,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,-29277659.64,29277659.64,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,RWANDA,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,-4284941.32,4284941.32,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZHL,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,0.0,-0.0,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZATL,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,-7492708.42,7492708.42,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,DRC,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,0.0,-0.0,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,C&P,SCI,INCOME,Actuarial Fees,detail,actuarial_fees,0.0,-0.0,SCI Detailed,8,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZAAC,SCI,INCOME,Pension Admin Fee,detail,pension_admin_fee,-167454307.78,167454307.78,SCI Detailed,9,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,MALAWI,SCI,INCOME,Pension Admin Fee,detail,pension_admin_fee,-70452993.21,70452993.21,SCI Detailed,9,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,MENA,SCI,INCOME,Pension Admin Fee,detail,pension_admin_fee,0.0,-0.0,SCI Detailed,9,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,NIGERIA,SCI,INCOME,Pension Admin Fee,detail,pension_admin_fee,0.0,-0.0,SCI Detailed,9,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,RWANDA,SCI,INCOME,Pension Admin Fee,detail,pension_admin_fee,-279953.45,279953.45,SCI Detailed,9,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,C&P,SCI,INCOME,Pension Admin Fee,detail,pension_admin_fee,-16660920.32,16660920.32,SCI Detailed,9,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZAAC,SCI,INCOME,Umbrella Fund,detail,umbrella_fund,-96334212.31,96334212.31,SCI Detailed,10,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZAAC,SCI,INCOME,Insurance Commissions,detail,insurance_commissions,0.0,-0.0,SCI Detailed,11,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZAMRE,SCI,INCOME,Insurance Commissions,detail,insurance_commissions,-32259306.0,32259306.0,SCI Detailed,11,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,ZARIB,SCI,INCOME,Insurance Commissions,detail,insurance_commissions,-833228807.49,833228807.49,SCI Detailed,11,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,MALAWI,SCI,INCOME,Insurance Commissions,detail,insurance_commissions,0.0,-0.0,SCI Detailed,11,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,MENA,SCI,INCOME,Insurance Commissions,detail,insurance_commissions,0.0,-0.0,SCI Detailed,11,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,NIGERIA,SCI,INCOME,Insurance Commissions,detail,insurance_commissions,0.0,-0.0,SCI Detailed,11,April 2026 Consolidated Accounts.xlsx
2026-04,2026-04-30,RWANDA,SCI,INCOME,Insurance Commissions,detail,insurance_commissions,-15829814.82,15829814.82,SCI Detailed,11,April 2026 Consolidated Accounts.xlsx
