period,period_end,entity,statement,section_group,line_label,row_type,statement_line_code,amount_client_basis,amount_presentation,source_tab,source_row,source_file
2026-02,2026-02-28,DRC,SFP,Non-Current Assets,"Property, Plant and Equipment",detail,ppe,12210284.85,12210284.85,SFP Detailed,8,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Non-Current Assets,"Property, Plant and Equipment",detail,ppe,0.0,0.0,SFP Detailed,8,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,22525357.28,22525357.28,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,4408000.0,4408000.0,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,16888695.68,16888695.68,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,10148233.49,10148233.49,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,0.0,0.0,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,0.0,0.0,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,3546023.9,3546023.9,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,0.0,0.0,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,0.0,0.0,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,0.0,0.0,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Non-Current Assets,Intangible assets - computer software,detail,computer_software,0.0,0.0,SFP Detailed,9,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,3771579.6,3771579.6,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Non-Current Assets,Intangible assets - goodwill,detail,goodwill,0.0,0.0,SFP Detailed,10,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,15969831.66,15969831.66,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Non-Current Assets,Investment in associate,detail,investment_in_associate,0.0,0.0,SFP Detailed,11,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,1302480.0,1302480.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Non-Current Assets,Investment in unquoted equity securities,detail,investment_unquoted_equity,0.0,0.0,SFP Detailed,12,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,36808446.31,36808446.31,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,1060688.0,1060688.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,1278387321.58,1278387321.58,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Non-Current Assets,Deposit for investment in subsidiary,detail,deposit_for_investment_in_subsidiary,0.0,0.0,SFP Detailed,13,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,15764930.24,15764930.24,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,0.0,0.0,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,31050038.23,31050038.23,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,281393.09,281393.09,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,0.0,0.0,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,1640.16,1640.16,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,-360174.76,-360174.76,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,0.0,0.0,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,-22547.07,-22547.07,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,0.0,0.0,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Non-Current Assets,Deferred tax,detail,deferred_tax,4287361.0,4287361.0,SFP Detailed,14,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,540231295.44,540231295.44,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,24275213.0,24275213.0,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,409667315.24,409667315.24,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,138770734.52,138770734.52,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,91943873.41,91943873.41,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,24775633.31,24775633.31,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,6873301.75,6873301.75,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,1.0,1.0,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,2822421.22,2822421.22,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,41178686.36,41178686.36,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Current Assets,Trade Receivables (Debtors),detail,trade_receivables,32146903.84,32146903.84,SFP Detailed,17,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Premium Receivables,detail,premium_receivables,125392104.85,125392104.85,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Premium Receivables,detail,premium_receivables,1504822858.5,1504822858.5,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Current Assets,Premium Receivables,detail,premium_receivables,0.0,0.0,SFP Detailed,18,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Current Assets,Other Receivables,detail,other_receivables,46314100.36,46314100.36,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Other Receivables,detail,other_receivables,54010.35,54010.35,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Other Receivables,detail,other_receivables,-34348729.68,-34348729.68,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Other Receivables,detail,other_receivables,8160388.4,8160388.4,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Other Receivables,detail,other_receivables,7895466.8,7895466.8,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Other Receivables,detail,other_receivables,8737892.87,8737892.87,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Other Receivables,detail,other_receivables,2979231.97,2979231.97,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Other Receivables,detail,other_receivables,350685.52,350685.52,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Other Receivables,detail,other_receivables,180388.99,180388.99,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Current Assets,Other Receivables,detail,other_receivables,11024875.26,11024875.26,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Current Assets,Other Receivables,detail,other_receivables,7448638.4,7448638.4,SFP Detailed,19,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,160659933.4,160659933.4,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,-47133768.53,-47133768.53,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,329405302.38,329405302.38,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,-45942147.78,-45942147.78,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,0.0,0.0,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,1290489.66,1290489.66,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,-1363435.87,-1363435.87,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,-248414988.8,-248414988.8,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,3063456.01,3063456.01,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,-10058760.46,-10058760.46,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Current Assets,Due from/to related parties,detail,due_from_to_related_parties,95000791.58,95000791.58,SFP Detailed,20,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Current Assets,Office Cash,detail,office_cash,76295631.5,76295631.5,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Office Cash,detail,office_cash,2626690.54,2626690.54,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Office Cash,detail,office_cash,99829060.32,99829060.32,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Office Cash,detail,office_cash,3115542.84,3115542.84,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Office Cash,detail,office_cash,8314946.05,8314946.05,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Office Cash,detail,office_cash,2356221.92,2356221.92,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Office Cash,detail,office_cash,23564319.86,23564319.86,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Office Cash,detail,office_cash,5002806.1,5002806.1,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Office Cash,detail,office_cash,937508.35,937508.35,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Current Assets,Office Cash,detail,office_cash,20831189.88,20831189.88,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Current Assets,Office Cash,detail,office_cash,14812687.23,14812687.23,SFP Detailed,22,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Client Cash,detail,client_cash,45182117.01,45182117.01,SFP Detailed,23,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Client Cash,detail,client_cash,347351768.66,347351768.66,SFP Detailed,23,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Deposits,detail,deposits,38160000.0,38160000.0,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Deposits,detail,deposits,421793557.23,421793557.23,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Deposits,detail,deposits,42636623.92,42636623.92,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Deposits,detail,deposits,0.0,0.0,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Deposits,detail,deposits,0.0,0.0,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Deposits,detail,deposits,13286093.85,13286093.85,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Deposits,detail,deposits,4500000.0,4500000.0,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Deposits,detail,deposits,505050.51,505050.51,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Current Assets,Deposits,detail,deposits,0.0,0.0,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Current Assets,Deposits,detail,deposits,7784303.0,7784303.0,SFP Detailed,24,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Current Assets,Placements,detail,placements,19911431.83,19911431.83,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Placements,detail,placements,129512975.91,129512975.91,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Placements,detail,placements,0.0,0.0,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Placements,detail,placements,0.0,0.0,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Placements,detail,placements,0.0,0.0,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Placements,detail,placements,0.0,0.0,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Placements,detail,placements,0.0,0.0,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Placements,detail,placements,0.0,0.0,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,DRC,SFP,Current Assets,Placements,detail,placements,533691.23,533691.23,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,C&P,SFP,Current Assets,Placements,detail,placements,1043385.68,1043385.68,SFP Detailed,25,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAAC,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,-2492275.01,-2492275.01,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZAMRE,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,-4626708.61,-4626708.61,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZARIB,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,-117135968.94,-117135968.94,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MALAWI,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,2020081.93,2020081.93,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,MENA,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,0.0,0.0,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,NIGERIA,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,-36359.94,-36359.94,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,RWANDA,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,-1004378.47,-1004378.47,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZHL,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,252358.94,252358.94,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
2026-02,2026-02-28,ZATL,SFP,Current Assets,Tax recoverable,detail,tax_recoverable,1340434.93,1340434.93,SFP Detailed,26,Feb 2026 Consolidated Accounts.xlsx
