period,entity,statement,statement_line_code,line_label,category_l1,line_order,client_basis_kes,client_presentation_kes
2026-04,RWANDA,SFP,deferred_tax,Deferred tax,ASSETS,310,-664527.21,-664527.21
2026-04,RWANDA,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-04,RWANDA,SFP,deposits,Cash - Deposits,ASSETS,380,22084805.65,22084805.65
2026-04,RWANDA,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,-1359822.53,-1359822.53
2026-04,RWANDA,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-04,RWANDA,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-04,RWANDA,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-04,RWANDA,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-1062777.27,1062777.27
2026-04,RWANDA,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-04,RWANDA,SFP,office_cash,Cash - Office Cash,ASSETS,360,14807518.68,14807518.68
2026-04,RWANDA,SFP,other_receivables,Other Receivables,ASSETS,340,1587323.5,1587323.5
2026-04,RWANDA,SFP,placements,Cash - Placements,ASSETS,390,0.0,0.0
2026-04,RWANDA,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,8735737.59,8735737.59
2026-04,RWANDA,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-04,RWANDA,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-04,RWANDA,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-04,RWANDA,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,499849.99,-499849.99
2026-04,RWANDA,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-51171471.82,51171471.82
2026-04,RWANDA,SFP,tax_recoverable,Tax recoverable,ASSETS,400,-453560.4,-453560.4
2026-04,RWANDA,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-4387802.73,4387802.73
2026-04,RWANDA,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,7910359.02,7910359.02
2026-04,RWANDA,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,4470.0,-4470.0
2026-04,ZAAC,SCI,actuarial_fees,Actuarial Fees,INCOME,10,-124054353.23,124054353.23
2026-04,ZAAC,SCI,advertising_pr,Advertising & PR,EXPENSES,150,7910712.4,7910712.4
2026-04,ZAAC,SCI,communications,Communications,EXPENSES,120,1675651.38,1675651.38
2026-04,ZAAC,SCI,depreciation,Depreciation,EXPENSES,180,13662725.26,13662725.26
2026-04,ZAAC,SCI,entertainment,Entertainment,EXPENSES,100,5154568.73,5154568.73
2026-04,ZAAC,SCI,finance_costs,Finance cost,EXPENSES,220,640762.47,640762.47
2026-04,ZAAC,SCI,general_expenses,General Expenses,EXPENSES,200,9417033.83,9417033.83
2026-04,ZAAC,SCI,insurance,Insurance,EXPENSES,160,5265653.0,5265653.0
2026-04,ZAAC,SCI,insurance_commissions,Insurance Commissions,INCOME,40,0.0,-0.0
2026-04,ZAAC,SCI,it_costs,IT Costs,EXPENSES,110,16672280.59,16672280.59
2026-04,ZAAC,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-04,ZAAC,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,5293167.0,5293167.0
2026-04,ZAAC,SCI,other_income,Other Income,INCOME,70,-9317489.74,9317489.74
2026-04,ZAAC,SCI,pension_admin_fee,Pension Admin Fee,INCOME,20,-167454307.78,167454307.78
2026-04,ZAAC,SCI,personnel_costs,Personnel Costs,EXPENSES,80,253105133.21,253105133.21
2026-04,ZAAC,SCI,premises,Premises,EXPENSES,140,13440278.6,13440278.6
2026-04,ZAAC,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,1150215.96,1150215.96
2026-04,ZAAC,SCI,professional_fees,Professional Fees,EXPENSES,170,14078622.25,14078622.25
2026-04,ZAAC,SCI,retail_income,Retail,INCOME,60,-39729007.54,39729007.54
2026-04,ZAAC,SCI,saas_income,SAAS (Software as a Service),INCOME,50,-9068347.0,9068347.0
2026-04,ZAAC,SCI,taxation,Taxation,EXPENSES,230,26889216.56,26889216.56
2026-04,ZAAC,SCI,travelling,Travelling,EXPENSES,90,8860191.07,8860191.07
2026-04,ZAAC,SCI,umbrella_fund,Umbrella Fund,INCOME,30,-96334212.31,96334212.31
2026-04,ZAAC,SFP,accrued_income,Accrued Income,ASSETS,410,208209655.94,208209655.94
2026-04,ZAAC,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.43,-0.43
2026-04,ZAAC,SFP,computer_software,Intangible - computer software,ASSETS,250,20958755.78,20958755.78
2026-04,ZAAC,SFP,deferred_tax,Deferred tax,ASSETS,310,15764930.24,15764930.24
2026-04,ZAAC,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,36808446.31,36808446.31
2026-04,ZAAC,SFP,deposits,Cash - Deposits,ASSETS,380,58000000.0,58000000.0
2026-04,ZAAC,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,194738827.92,194738827.92
2026-04,ZAAC,SFP,goodwill,Intangible - goodwill,ASSETS,260,3641525.26,3641525.26
2026-04,ZAAC,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-04,ZAAC,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-04,ZAAC,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-62741505.29,62741505.29
2026-04,ZAAC,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-04,ZAAC,SFP,office_cash,Cash - Office Cash,ASSETS,360,37290488.71,37290488.71
2026-04,ZAAC,SFP,other_receivables,Other Receivables,ASSETS,340,40402460.63,40402460.63
2026-04,ZAAC,SFP,placements,Cash - Placements,ASSETS,390,20849321.49,20849321.49
2026-04,ZAAC,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,95850900.55,95850900.55
2026-04,ZAAC,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-04,ZAAC,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-04,ZAAC,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-04,ZAAC,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-1021890949.75,1021890949.75
2026-04,ZAAC,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-25000000.0,25000000.0
2026-04,ZAAC,SFP,tax_recoverable,Tax recoverable,ASSETS,400,24791496.75,24791496.75
2026-04,ZAAC,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-80480626.43,80480626.43
2026-04,ZAAC,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,432806271.46,432806271.46
2026-04,ZAAC,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,0.0,-0.0
2026-04,ZAMRE,SCI,actuarial_fees,Actuarial Fees,INCOME,10,0.0,-0.0
2026-04,ZAMRE,SCI,advertising_pr,Advertising & PR,EXPENSES,150,164844.86,164844.86
2026-04,ZAMRE,SCI,communications,Communications,EXPENSES,120,26048.74,26048.74
2026-04,ZAMRE,SCI,depreciation,Depreciation,EXPENSES,180,0.0,0.0
2026-04,ZAMRE,SCI,entertainment,Entertainment,EXPENSES,100,252733.8,252733.8
2026-04,ZAMRE,SCI,finance_costs,Finance cost,EXPENSES,220,6384.48,6384.48
2026-04,ZAMRE,SCI,general_expenses,General Expenses,EXPENSES,200,125258.99,125258.99
2026-04,ZAMRE,SCI,insurance,Insurance,EXPENSES,160,86192.55,86192.55
2026-04,ZAMRE,SCI,insurance_commissions,Insurance Commissions,INCOME,40,-32259306.0,32259306.0
2026-04,ZAMRE,SCI,it_costs,IT Costs,EXPENSES,110,428879.43,428879.43
2026-04,ZAMRE,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-04,ZAMRE,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,89986.82,89986.82
2026-04,ZAMRE,SCI,other_income,Other Income,INCOME,70,-530346.0,530346.0
2026-04,ZAMRE,SCI,personnel_costs,Personnel Costs,EXPENSES,80,11309635.01,11309635.01
2026-04,ZAMRE,SCI,premises,Premises,EXPENSES,140,63822.88,63822.88
2026-04,ZAMRE,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,17761.4,17761.4
2026-04,ZAMRE,SCI,professional_fees,Professional Fees,EXPENSES,170,98855.2,98855.2
2026-04,ZAMRE,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-04,ZAMRE,SCI,taxation,Taxation,EXPENSES,230,5825870.95,5825870.95
2026-04,ZAMRE,SCI,travelling,Travelling,EXPENSES,90,699678.0,699678.0
2026-04,ZAMRE,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-04,ZAMRE,SFP,client_cash,Cash - Client Cash,ASSETS,370,73429241.4,73429241.4
2026-04,ZAMRE,SFP,computer_software,Intangible - computer software,ASSETS,250,4674000.0,4674000.0
2026-04,ZAMRE,SFP,deferred_tax,Deferred tax,ASSETS,310,0.0,0.0
2026-04,ZAMRE,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-04,ZAMRE,SFP,deposits,Cash - Deposits,ASSETS,380,33160000.0,33160000.0
2026-04,ZAMRE,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,-57419573.48,-57419573.48
2026-04,ZAMRE,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-04,ZAMRE,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-04,ZAMRE,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-04,ZAMRE,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-13593698.89,13593698.89
2026-04,ZAMRE,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-04,ZAMRE,SFP,office_cash,Cash - Office Cash,ASSETS,360,8479154.19,8479154.19
2026-04,ZAMRE,SFP,other_receivables,Other Receivables,ASSETS,340,456372.0,456372.0
2026-04,ZAMRE,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,0.0,0.0
2026-04,ZAMRE,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,-209249264.81,209249264.81
2026-04,ZAMRE,SFP,premium_receivables,Premium Receivables,ASSETS,330,141466496.95,141466496.95
2026-04,ZAMRE,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-04,ZAMRE,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-4833892.0,4833892.0
2026-04,ZAMRE,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-5000000.0,5000000.0
2026-04,ZAMRE,SFP,tax_recoverable,Tax recoverable,ASSETS,400,-5215105.95,-5215105.95
2026-04,ZAMRE,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,0.0,-0.0
2026-04,ZAMRE,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,33646270.59,33646270.59
2026-04,ZAMRE,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,0.0,-0.0
2026-04,ZARIB,SCI,actuarial_fees,Actuarial Fees,INCOME,10,0.0,-0.0
2026-04,ZARIB,SCI,advertising_pr,Advertising & PR,EXPENSES,150,2069572.22,2069572.22
2026-04,ZARIB,SCI,communications,Communications,EXPENSES,120,2011700.72,2011700.72
2026-04,ZARIB,SCI,depreciation,Depreciation,EXPENSES,180,8399181.19,8399181.19
2026-04,ZARIB,SCI,entertainment,Entertainment,EXPENSES,100,6690346.62,6690346.62
2026-04,ZARIB,SCI,finance_costs,Finance cost,EXPENSES,220,1720318.26,1720318.26
2026-04,ZARIB,SCI,general_expenses,General Expenses,EXPENSES,200,8625740.11,8625740.11
2026-04,ZARIB,SCI,insurance,Insurance,EXPENSES,160,4561957.9,4561957.9
2026-04,ZARIB,SCI,insurance_commissions,Insurance Commissions,INCOME,40,-833228807.49,833228807.49
2026-04,ZARIB,SCI,it_costs,IT Costs,EXPENSES,110,6489897.19,6489897.19
2026-04,ZARIB,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-04,ZARIB,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,3537755.38,3537755.38
2026-04,ZARIB,SCI,other_income,Other Income,INCOME,70,-20659389.39,20659389.39
2026-04,ZARIB,SCI,personnel_costs,Personnel Costs,EXPENSES,80,184785371.85,184785371.85
2026-04,ZARIB,SCI,premises,Premises,EXPENSES,140,13913610.98,13913610.98
2026-04,ZARIB,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,942610.72,942610.72
2026-04,ZARIB,SCI,professional_fees,Professional Fees,EXPENSES,170,5135248.32,5135248.32
2026-04,ZARIB,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-04,ZARIB,SCI,taxation,Taxation,EXPENSES,230,180384968.65,180384968.65
2026-04,ZARIB,SCI,travelling,Travelling,EXPENSES,90,3721656.22,3721656.22
2026-04,ZARIB,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-04,ZARIB,SFP,client_cash,Cash - Client Cash,ASSETS,370,194905837.97,194905837.97
2026-04,ZARIB,SFP,computer_software,Intangible - computer software,ASSETS,250,22565801.83,22565801.83
2026-04,ZARIB,SFP,deferred_revenue,Deferred Revenue,EQUITY AND LIABILITIES,490,0.0,-0.0
2026-04,ZARIB,SFP,deferred_tax,Deferred tax,ASSETS,310,31050038.23,31050038.23
2026-04,ZARIB,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,1060688.0,1060688.0
2026-04,ZARIB,SFP,deposits,Cash - Deposits,ASSETS,380,896271492.17,896271492.17
2026-04,ZARIB,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,331542532.96,331542532.96
2026-04,ZARIB,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-04,ZARIB,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-04,ZARIB,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-04,ZARIB,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-420898260.55,420898260.55
2026-04,ZARIB,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-04,ZARIB,SFP,office_cash,Cash - Office Cash,ASSETS,360,23130739.02,23130739.02
2026-04,ZARIB,SFP,other_receivables,Other Receivables,ASSETS,340,-36070222.81,-36070222.81
2026-04,ZARIB,SFP,placements,Cash - Placements,ASSETS,390,142446879.6,142446879.6
2026-04,ZARIB,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,65368530.77,65368530.77
2026-04,ZARIB,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,-2482020635.29,2482020635.29
2026-04,ZARIB,SFP,premium_receivables,Premium Receivables,ASSETS,330,2201631043.3,2201631043.3
2026-04,ZARIB,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-04,ZARIB,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-1189689872.0,1189689872.0
2026-04,ZARIB,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-33360000.0,33360000.0
2026-04,ZARIB,SFP,tax_recoverable,Tax recoverable,ASSETS,400,-106417101.89,-106417101.89
2026-04,ZARIB,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-71225598.39,71225598.39
2026-04,ZARIB,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,430466958.04,430466958.04
2026-04,ZARIB,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,-758850.95,758850.95
2026-04,ZATL,SCI,actuarial_fees,Actuarial Fees,INCOME,10,-7492708.42,7492708.42
2026-04,ZATL,SCI,advertising_pr,Advertising & PR,EXPENSES,150,0.0,0.0
2026-04,ZATL,SCI,communications,Communications,EXPENSES,120,69372.57,69372.57
2026-04,ZATL,SCI,depreciation,Depreciation,EXPENSES,180,44724.1,44724.1
2026-04,ZATL,SCI,entertainment,Entertainment,EXPENSES,100,12642.9,12642.9
2026-04,ZATL,SCI,finance_costs,Finance cost,EXPENSES,220,0.0,0.0
2026-04,ZATL,SCI,general_expenses,General Expenses,EXPENSES,200,751261.13,751261.13
2026-04,ZATL,SCI,insurance,Insurance,EXPENSES,160,138591.44,138591.44
2026-04,ZATL,SCI,insurance_commissions,Insurance Commissions,INCOME,40,0.0,-0.0
2026-04,ZATL,SCI,it_costs,IT Costs,EXPENSES,110,2754.8,2754.8
2026-04,ZATL,SCI,management_expense,Management Expense,EXPENSES,210,447442.59,447442.59
2026-04,ZATL,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,28151.19,28151.19
2026-04,ZATL,SCI,other_income,Other Income,INCOME,70,-9732.21,9732.21
2026-04,ZATL,SCI,personnel_costs,Personnel Costs,EXPENSES,80,1743155.04,1743155.04
2026-04,ZATL,SCI,premises,Premises,EXPENSES,140,300765.3,300765.3
2026-04,ZATL,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,125373.33,125373.33
2026-04,ZATL,SCI,professional_fees,Professional Fees,EXPENSES,170,164215.27,164215.27
2026-04,ZATL,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-04,ZATL,SCI,taxation,Taxation,EXPENSES,230,1033088.63,1033088.63
2026-04,ZATL,SCI,travelling,Travelling,EXPENSES,90,230362.19,230362.19
2026-04,ZATL,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-04,ZATL,SFP,computer_software,Intangible - computer software,ASSETS,250,0.0,0.0
2026-04,ZATL,SFP,deferred_tax,Deferred tax,ASSETS,310,1412603.24,1412603.24
2026-04,ZATL,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-04,ZATL,SFP,deposits,Cash - Deposits,ASSETS,380,502765.21,502765.21
2026-04,ZATL,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,2583198.97,2583198.97
2026-04,ZATL,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-04,ZATL,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-04,ZATL,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-04,ZATL,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-2410540.14,2410540.14
2026-04,ZATL,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-04,ZATL,SFP,office_cash,Cash - Office Cash,ASSETS,360,3226640.71,3226640.71
2026-04,ZATL,SFP,other_receivables,Other Receivables,ASSETS,340,-1385639.59,-1385639.59
2026-04,ZATL,SFP,placements,Cash - Placements,ASSETS,390,0.0,0.0
2026-04,ZATL,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,302491.9,302491.9
2026-04,ZATL,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-04,ZATL,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-04,ZATL,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-04,ZATL,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,7661280.69,-7661280.69
2026-04,ZATL,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-5047476.12,5047476.12
2026-04,ZATL,SFP,tax_recoverable,Tax recoverable,ASSETS,400,514336.93,514336.93
2026-04,ZATL,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-1228763.48,1228763.48
2026-04,ZATL,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,3905029.83,3905029.83
2026-04,ZATL,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,-10035928.14,10035928.14
2026-04,ZHL,SCI,actuarial_fees,Actuarial Fees,INCOME,10,0.0,-0.0
2026-04,ZHL,SCI,advertising_pr,Advertising & PR,EXPENSES,150,0.0,0.0
2026-04,ZHL,SCI,communications,Communications,EXPENSES,120,0.0,0.0
2026-04,ZHL,SCI,depreciation,Depreciation,EXPENSES,180,0.0,0.0
2026-04,ZHL,SCI,entertainment,Entertainment,EXPENSES,100,11699.99,11699.99
2026-04,ZHL,SCI,finance_costs,Finance cost,EXPENSES,220,0.0,0.0
2026-04,ZHL,SCI,general_expenses,General Expenses,EXPENSES,200,187570.1,187570.1
2026-04,ZHL,SCI,insurance,Insurance,EXPENSES,160,0.0,0.0
2026-04,ZHL,SCI,insurance_commissions,Insurance Commissions,INCOME,40,0.0,-0.0
2026-04,ZHL,SCI,it_costs,IT Costs,EXPENSES,110,0.0,0.0
2026-04,ZHL,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-04,ZHL,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,0.0,0.0
2026-04,ZHL,SCI,other_income,Other Income,INCOME,70,-108739.63,108739.63
2026-04,ZHL,SCI,personnel_costs,Personnel Costs,EXPENSES,80,0.0,0.0
2026-04,ZHL,SCI,premises,Premises,EXPENSES,140,0.0,0.0
2026-04,ZHL,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,0.0,0.0
2026-04,ZHL,SCI,professional_fees,Professional Fees,EXPENSES,170,19664217.47,19664217.47
2026-04,ZHL,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-04,ZHL,SCI,taxation,Taxation,EXPENSES,230,0.0,0.0
2026-04,ZHL,SCI,travelling,Travelling,EXPENSES,90,0.0,0.0
2026-04,ZHL,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-04,ZHL,SFP,computer_software,Intangible - computer software,ASSETS,250,0.0,0.0
2026-04,ZHL,SFP,deferred_tax,Deferred tax,ASSETS,310,0.0,0.0
2026-04,ZHL,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,1278387321.58,1278387321.58
2026-04,ZHL,SFP,deposits,Cash - Deposits,ASSETS,380,4500000.0,4500000.0
2026-04,ZHL,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,-269728888.64,-269728888.64
2026-04,ZHL,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-04,ZHL,SFP,investment_in_associate,Investment in associate,ASSETS,270,15969831.66,15969831.66
2026-04,ZHL,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-04,ZHL,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,19754747.93,-19754747.93
2026-04,ZHL,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-04,ZHL,SFP,office_cash,Cash - Office Cash,ASSETS,360,188696.25,188696.25
2026-04,ZHL,SFP,other_receivables,Other Receivables,ASSETS,340,405961.55,405961.55
2026-04,ZHL,SFP,placements,Cash - Placements,ASSETS,390,0.0,0.0
2026-04,ZHL,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,0.0,0.0
2026-04,ZHL,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-04,ZHL,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-04,ZHL,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-04,ZHL,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-30127713.66,30127713.66
2026-04,ZHL,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-10000000.0,10000000.0
2026-04,ZHL,SFP,tax_recoverable,Tax recoverable,ASSETS,400,252358.94,252358.94
2026-04,ZHL,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-1009602316.61,1009602316.61
2026-04,ZHL,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,1.0,1.0
2026-04,ZHL,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,0.0,-0.0
2026-05,C&P,SCI,actuarial_fees,Actuarial Fees,INCOME,10,0.0,-0.0
2026-05,C&P,SCI,advertising_pr,Advertising & PR,EXPENSES,150,0.0,0.0
2026-05,C&P,SCI,communications,Communications,EXPENSES,120,0.0,0.0
2026-05,C&P,SCI,depreciation,Depreciation,EXPENSES,180,0.0,0.0
2026-05,C&P,SCI,entertainment,Entertainment,EXPENSES,100,0.0,0.0
2026-05,C&P,SCI,finance_costs,Finance cost,EXPENSES,220,0.0,0.0
2026-05,C&P,SCI,general_expenses,General Expenses,EXPENSES,200,2885655.85,2885655.85
2026-05,C&P,SCI,insurance,Insurance,EXPENSES,160,1738975.4,1738975.4
2026-05,C&P,SCI,insurance_commissions,Insurance Commissions,INCOME,40,0.0,-0.0
2026-05,C&P,SCI,it_costs,IT Costs,EXPENSES,110,0.0,0.0
2026-05,C&P,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-05,C&P,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,0.0,0.0
2026-05,C&P,SCI,other_income,Other Income,INCOME,70,-179954.3,179954.3
2026-05,C&P,SCI,pension_admin_fee,Pension Admin Fee,INCOME,20,-21132702.22,21132702.22
2026-05,C&P,SCI,personnel_costs,Personnel Costs,EXPENSES,80,0.0,0.0
2026-05,C&P,SCI,premises,Premises,EXPENSES,140,0.0,0.0
2026-05,C&P,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,0.0,0.0
2026-05,C&P,SCI,professional_fees,Professional Fees,EXPENSES,170,753316.65,753316.65
2026-05,C&P,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-05,C&P,SCI,taxation,Taxation,EXPENSES,230,4780412.59,4780412.59
2026-05,C&P,SCI,travelling,Travelling,EXPENSES,90,0.0,0.0
2026-05,C&P,SFP,accrued_income,Accrued Income,ASSETS,410,11077486.33,11077486.33
2026-05,C&P,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-05,C&P,SFP,computer_software,Intangible - computer software,ASSETS,250,0.0,0.0
2026-05,C&P,SFP,deferred_tax,Deferred tax,ASSETS,310,4287361.0,4287361.0
2026-05,C&P,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-05,C&P,SFP,deposits,Cash - Deposits,ASSETS,380,22284303.0,22284303.0
2026-05,C&P,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,91376423.23,91376423.23
2026-05,C&P,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-05,C&P,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-05,C&P,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-05,C&P,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-11154296.03,11154296.03
