period,entity,statement,statement_line_code,line_label,category_l1,line_order,client_basis_kes,client_presentation_kes
2026-03,MALAWI,SCI,management_expense,Management Expense,EXPENSES,210,4257128.22,4257128.22
2026-03,MALAWI,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,332789.22,332789.22
2026-03,MALAWI,SCI,other_income,Other Income,INCOME,70,-3004714.48,3004714.48
2026-03,MALAWI,SCI,pension_admin_fee,Pension Admin Fee,INCOME,20,-53169578.91,53169578.91
2026-03,MALAWI,SCI,personnel_costs,Personnel Costs,EXPENSES,80,11376846.03,11376846.03
2026-03,MALAWI,SCI,premises,Premises,EXPENSES,140,1021996.35,1021996.35
2026-03,MALAWI,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,375368.23,375368.23
2026-03,MALAWI,SCI,professional_fees,Professional Fees,EXPENSES,170,1513901.65,1513901.65
2026-03,MALAWI,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-03,MALAWI,SCI,taxation,Taxation,EXPENSES,230,9737758.03,9737758.03
2026-03,MALAWI,SCI,travelling,Travelling,EXPENSES,90,977285.35,977285.35
2026-03,MALAWI,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-03,MALAWI,SFP,computer_software,Intangible - computer software,ASSETS,250,10236836.43,10236836.43
2026-03,MALAWI,SFP,deferred_tax,Deferred tax,ASSETS,310,10911075.62,10911075.62
2026-03,MALAWI,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-03,MALAWI,SFP,deposits,Cash - Deposits,ASSETS,380,73386418.36,73386418.36
2026-03,MALAWI,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,-47771302.37,-47771302.37
2026-03,MALAWI,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-03,MALAWI,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-03,MALAWI,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-03,MALAWI,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-20615298.66,20615298.66
2026-03,MALAWI,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-03,MALAWI,SFP,office_cash,Cash - Office Cash,ASSETS,360,29698941.8,29698941.8
2026-03,MALAWI,SFP,other_receivables,Other Receivables,ASSETS,340,6966146.95,6966146.95
2026-03,MALAWI,SFP,placements,Cash - Placements,ASSETS,390,0.0,0.0
2026-03,MALAWI,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,13237534.71,13237534.71
2026-03,MALAWI,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-03,MALAWI,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-03,MALAWI,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-03,MALAWI,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-110807030.82,110807030.82
2026-03,MALAWI,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-832094.26,832094.26
2026-03,MALAWI,SFP,tax_recoverable,Tax recoverable,ASSETS,400,-727222.42,-727222.42
2026-03,MALAWI,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-28870715.04,28870715.04
2026-03,MALAWI,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,95396037.01,95396037.01
2026-03,MALAWI,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,-30209327.33,30209327.33
2026-03,MENA,SCI,actuarial_fees,Actuarial Fees,INCOME,10,0.0,-0.0
2026-03,MENA,SCI,advertising_pr,Advertising & PR,EXPENSES,150,680948.69,680948.69
2026-03,MENA,SCI,communications,Communications,EXPENSES,120,0.0,0.0
2026-03,MENA,SCI,depreciation,Depreciation,EXPENSES,180,26254.43,26254.43
2026-03,MENA,SCI,entertainment,Entertainment,EXPENSES,100,0.0,0.0
2026-03,MENA,SCI,finance_costs,Finance cost,EXPENSES,220,0.0,0.0
2026-03,MENA,SCI,general_expenses,General Expenses,EXPENSES,200,17646.11,17646.11
2026-03,MENA,SCI,insurance,Insurance,EXPENSES,160,0.0,0.0
2026-03,MENA,SCI,insurance_commissions,Insurance Commissions,INCOME,40,0.0,-0.0
2026-03,MENA,SCI,it_costs,IT Costs,EXPENSES,110,562938.7,562938.7
2026-03,MENA,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-03,MENA,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,0.0,0.0
2026-03,MENA,SCI,other_income,Other Income,INCOME,70,0.0,-0.0
2026-03,MENA,SCI,pension_admin_fee,Pension Admin Fee,INCOME,20,-16711182.61,16711182.61
2026-03,MENA,SCI,personnel_costs,Personnel Costs,EXPENSES,80,16063583.43,16063583.43
2026-03,MENA,SCI,premises,Premises,EXPENSES,140,2466333.8,2466333.8
2026-03,MENA,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,0.0,0.0
2026-03,MENA,SCI,professional_fees,Professional Fees,EXPENSES,170,1173025.3,1173025.3
2026-03,MENA,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-03,MENA,SCI,taxation,Taxation,EXPENSES,230,0.0,0.0
2026-03,MENA,SCI,travelling,Travelling,EXPENSES,90,92264.67,92264.67
2026-03,MENA,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-03,MENA,SFP,computer_software,Intangible - computer software,ASSETS,250,0.0,0.0
2026-03,MENA,SFP,deferred_tax,Deferred tax,ASSETS,310,0.0,0.0
2026-03,MENA,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-03,MENA,SFP,deposits,Cash - Deposits,ASSETS,380,0.0,0.0
2026-03,MENA,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,0.0,0.0
2026-03,MENA,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-03,MENA,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-03,MENA,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-03,MENA,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,4371812.54,-4371812.54
2026-03,MENA,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,-37445654.92,37445654.92
2026-03,MENA,SFP,office_cash,Cash - Office Cash,ASSETS,360,5146220.89,5146220.89
2026-03,MENA,SFP,other_receivables,Other Receivables,ASSETS,340,-29632022.7,-29632022.7
2026-03,MENA,SFP,placements,Cash - Placements,ASSETS,390,0.0,0.0
2026-03,MENA,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,10355812.93,10355812.93
2026-03,MENA,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-03,MENA,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-03,MENA,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-03,MENA,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-7346803.15,7346803.15
2026-03,MENA,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-26562170.92,26562170.92
2026-03,MENA,SFP,tax_recoverable,Tax recoverable,ASSETS,400,0.0,0.0
2026-03,MENA,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-8414693.13,8414693.13
2026-03,MENA,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,89497142.48,89497142.48
2026-03,MENA,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,30359.52,-30359.52
2026-03,NIGERIA,SCI,actuarial_fees,Actuarial Fees,INCOME,10,-22157374.3,22157374.3
2026-03,NIGERIA,SCI,advertising_pr,Advertising & PR,EXPENSES,150,0.0,0.0
2026-03,NIGERIA,SCI,communications,Communications,EXPENSES,120,51847.84,51847.84
2026-03,NIGERIA,SCI,depreciation,Depreciation,EXPENSES,180,318495.59,318495.59
2026-03,NIGERIA,SCI,entertainment,Entertainment,EXPENSES,100,79651.73,79651.73
2026-03,NIGERIA,SCI,finance_costs,Finance cost,EXPENSES,220,0.0,0.0
2026-03,NIGERIA,SCI,general_expenses,General Expenses,EXPENSES,200,160278.57,160278.57
2026-03,NIGERIA,SCI,insurance,Insurance,EXPENSES,160,132195.77,132195.77
2026-03,NIGERIA,SCI,insurance_commissions,Insurance Commissions,INCOME,40,0.0,-0.0
2026-03,NIGERIA,SCI,it_costs,IT Costs,EXPENSES,110,80089.85,80089.85
2026-03,NIGERIA,SCI,management_expense,Management Expense,EXPENSES,210,1353074.25,1353074.25
2026-03,NIGERIA,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,233749.97,233749.97
2026-03,NIGERIA,SCI,other_income,Other Income,INCOME,70,-323257.95,323257.95
2026-03,NIGERIA,SCI,pension_admin_fee,Pension Admin Fee,INCOME,20,0.0,-0.0
2026-03,NIGERIA,SCI,personnel_costs,Personnel Costs,EXPENSES,80,6563377.22,6563377.22
2026-03,NIGERIA,SCI,premises,Premises,EXPENSES,140,563498.92,563498.92
2026-03,NIGERIA,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,57886.21,57886.21
2026-03,NIGERIA,SCI,professional_fees,Professional Fees,EXPENSES,170,785555.68,785555.68
2026-03,NIGERIA,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-03,NIGERIA,SCI,taxation,Taxation,EXPENSES,230,3471745.62,3471745.62
2026-03,NIGERIA,SCI,travelling,Travelling,EXPENSES,90,528445.25,528445.25
2026-03,NIGERIA,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-03,NIGERIA,SFP,computer_software,Intangible - computer software,ASSETS,250,0.0,0.0
2026-03,NIGERIA,SFP,deferred_tax,Deferred tax,ASSETS,310,1596.98,1596.98
2026-03,NIGERIA,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-03,NIGERIA,SFP,deposits,Cash - Deposits,ASSETS,380,0.0,0.0
2026-03,NIGERIA,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,-13960645.11,-13960645.11
2026-03,NIGERIA,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-03,NIGERIA,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-03,NIGERIA,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,1268189.12,1268189.12
2026-03,NIGERIA,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-8100739.77,8100739.77
2026-03,NIGERIA,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-03,NIGERIA,SFP,office_cash,Cash - Office Cash,ASSETS,360,16949159.71,16949159.71
2026-03,NIGERIA,SFP,other_receivables,Other Receivables,ASSETS,340,11502991.49,11502991.49
2026-03,NIGERIA,SFP,placements,Cash - Placements,ASSETS,390,0.0,0.0
2026-03,NIGERIA,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,3479021.0,3479021.0
2026-03,NIGERIA,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-03,NIGERIA,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-03,NIGERIA,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-03,NIGERIA,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-19352300.2,19352300.2
2026-03,NIGERIA,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-6575795.44,6575795.44
2026-03,NIGERIA,SFP,tax_recoverable,Tax recoverable,ASSETS,400,-3507148.27,-3507148.27
2026-03,NIGERIA,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-8196030.44,8196030.44
2026-03,NIGERIA,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,26432458.45,26432458.45
2026-03,NIGERIA,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,59242.48,-59242.48
2026-03,RWANDA,SCI,actuarial_fees,Actuarial Fees,INCOME,10,-1791542.61,1791542.61
2026-03,RWANDA,SCI,advertising_pr,Advertising & PR,EXPENSES,150,73754.61,73754.61
2026-03,RWANDA,SCI,communications,Communications,EXPENSES,120,307757.63,307757.63
2026-03,RWANDA,SCI,depreciation,Depreciation,EXPENSES,180,885367.06,885367.06
2026-03,RWANDA,SCI,entertainment,Entertainment,EXPENSES,100,36330.56,36330.56
2026-03,RWANDA,SCI,finance_costs,Finance cost,EXPENSES,220,0.0,0.0
2026-03,RWANDA,SCI,general_expenses,General Expenses,EXPENSES,200,1027337.67,1027337.67
2026-03,RWANDA,SCI,insurance,Insurance,EXPENSES,160,140258.02,140258.02
2026-03,RWANDA,SCI,insurance_commissions,Insurance Commissions,INCOME,40,-11794021.02,11794021.02
2026-03,RWANDA,SCI,it_costs,IT Costs,EXPENSES,110,97720.35,97720.35
2026-03,RWANDA,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-03,RWANDA,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,179379.92,179379.92
2026-03,RWANDA,SCI,other_income,Other Income,INCOME,70,-381111.67,381111.67
2026-03,RWANDA,SCI,pension_admin_fee,Pension Admin Fee,INCOME,20,-217153.72,217153.72
2026-03,RWANDA,SCI,personnel_costs,Personnel Costs,EXPENSES,80,9367496.83,9367496.83
2026-03,RWANDA,SCI,premises,Premises,EXPENSES,140,711227.89,711227.89
2026-03,RWANDA,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,84131.36,84131.36
2026-03,RWANDA,SCI,professional_fees,Professional Fees,EXPENSES,170,469892.74,469892.74
2026-03,RWANDA,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-03,RWANDA,SCI,taxation,Taxation,EXPENSES,230,27173.22,27173.22
2026-03,RWANDA,SCI,travelling,Travelling,EXPENSES,90,706127.15,706127.15
2026-03,RWANDA,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-03,RWANDA,SFP,computer_software,Intangible - computer software,ASSETS,250,3531337.92,3531337.92
2026-03,RWANDA,SFP,deferred_tax,Deferred tax,ASSETS,310,-669852.89,-669852.89
2026-03,RWANDA,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-03,RWANDA,SFP,deposits,Cash - Deposits,ASSETS,380,22261798.75,22261798.75
2026-03,RWANDA,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,-1370720.48,-1370720.48
2026-03,RWANDA,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-03,RWANDA,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-03,RWANDA,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-03,RWANDA,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-69874.0,69874.0
2026-03,RWANDA,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-03,RWANDA,SFP,office_cash,Cash - Office Cash,ASSETS,360,11331731.83,11331731.83
2026-03,RWANDA,SFP,other_receivables,Other Receivables,ASSETS,340,2341678.36,2341678.36
2026-03,RWANDA,SFP,placements,Cash - Placements,ASSETS,390,0.0,0.0
2026-03,RWANDA,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,9074111.62,9074111.62
2026-03,RWANDA,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-03,RWANDA,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-03,RWANDA,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-03,RWANDA,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,503855.91,-503855.91
2026-03,RWANDA,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-51581572.66,51581572.66
2026-03,RWANDA,SFP,tax_recoverable,Tax recoverable,ASSETS,400,-27092.86,-27092.86
2026-03,RWANDA,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-4155111.95,4155111.95
2026-03,RWANDA,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,8830020.49,8830020.49
2026-03,RWANDA,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,-310.04,310.04
2026-03,ZAAC,SCI,actuarial_fees,Actuarial Fees,INCOME,10,-96415159.88,96415159.88
2026-03,ZAAC,SCI,advertising_pr,Advertising & PR,EXPENSES,150,6874742.08,6874742.08
2026-03,ZAAC,SCI,communications,Communications,EXPENSES,120,1237752.71,1237752.71
2026-03,ZAAC,SCI,depreciation,Depreciation,EXPENSES,180,10247044.62,10247044.62
2026-03,ZAAC,SCI,entertainment,Entertainment,EXPENSES,100,3876206.27,3876206.27
2026-03,ZAAC,SCI,finance_costs,Finance cost,EXPENSES,220,315065.07,315065.07
2026-03,ZAAC,SCI,general_expenses,General Expenses,EXPENSES,200,7290670.89,7290670.89
2026-03,ZAAC,SCI,insurance,Insurance,EXPENSES,160,3949359.75,3949359.75
2026-03,ZAAC,SCI,insurance_commissions,Insurance Commissions,INCOME,40,0.0,-0.0
2026-03,ZAAC,SCI,it_costs,IT Costs,EXPENSES,110,10109333.51,10109333.51
2026-03,ZAAC,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-03,ZAAC,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,3319852.43,3319852.43
2026-03,ZAAC,SCI,other_income,Other Income,INCOME,70,-6767722.95,6767722.95
2026-03,ZAAC,SCI,pension_admin_fee,Pension Admin Fee,INCOME,20,-125552284.41,125552284.41
2026-03,ZAAC,SCI,personnel_costs,Personnel Costs,EXPENSES,80,186808207.24,186808207.24
2026-03,ZAAC,SCI,premises,Premises,EXPENSES,140,10059696.24,10059696.24
2026-03,ZAAC,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,871242.42,871242.42
2026-03,ZAAC,SCI,professional_fees,Professional Fees,EXPENSES,170,10361899.8,10361899.8
2026-03,ZAAC,SCI,retail_income,Retail,INCOME,60,-28707764.9,28707764.9
2026-03,ZAAC,SCI,saas_income,SAAS (Software as a Service),INCOME,50,-8303347.0,8303347.0
2026-03,ZAAC,SCI,taxation,Taxation,EXPENSES,230,21010702.96,21010702.96
2026-03,ZAAC,SCI,travelling,Travelling,EXPENSES,90,6612235.49,6612235.49
2026-03,ZAAC,SCI,umbrella_fund,Umbrella Fund,INCOME,30,-66222585.92,66222585.92
2026-03,ZAAC,SFP,accrued_income,Accrued Income,ASSETS,410,184915296.26,184915296.26
2026-03,ZAAC,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.43,-0.43
2026-03,ZAAC,SFP,computer_software,Intangible - computer software,ASSETS,250,21742056.48,21742056.48
2026-03,ZAAC,SFP,deferred_tax,Deferred tax,ASSETS,310,15764930.24,15764930.24
2026-03,ZAAC,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,36808446.31,36808446.31
2026-03,ZAAC,SFP,deposits,Cash - Deposits,ASSETS,380,60000000.0,60000000.0
2026-03,ZAAC,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,172568810.07,172568810.07
2026-03,ZAAC,SFP,goodwill,Intangible - goodwill,ASSETS,260,3706552.43,3706552.43
2026-03,ZAAC,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-03,ZAAC,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-03,ZAAC,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-49024853.58,49024853.58
2026-03,ZAAC,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-03,ZAAC,SFP,office_cash,Cash - Office Cash,ASSETS,360,81958363.02,81958363.02
2026-03,ZAAC,SFP,other_receivables,Other Receivables,ASSETS,340,51106021.12,51106021.12
2026-03,ZAAC,SFP,placements,Cash - Placements,ASSETS,390,20849321.49,20849321.49
2026-03,ZAAC,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,96771024.87,96771024.87
2026-03,ZAAC,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,0.0,-0.0
2026-03,ZAAC,SFP,premium_receivables,Premium Receivables,ASSETS,330,0.0,0.0
2026-03,ZAAC,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-03,ZAAC,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-1021890949.75,1021890949.75
2026-03,ZAAC,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-25000000.0,25000000.0
2026-03,ZAAC,SFP,tax_recoverable,Tax recoverable,ASSETS,400,7909376.35,7909376.35
2026-03,ZAAC,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,-93050395.36,93050395.36
2026-03,ZAAC,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,434865999.62,434865999.62
2026-03,ZAAC,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,0.0,-0.0
2026-03,ZAMRE,SCI,actuarial_fees,Actuarial Fees,INCOME,10,0.0,-0.0
2026-03,ZAMRE,SCI,advertising_pr,Advertising & PR,EXPENSES,150,154410.59,154410.59
2026-03,ZAMRE,SCI,communications,Communications,EXPENSES,120,26048.74,26048.74
2026-03,ZAMRE,SCI,depreciation,Depreciation,EXPENSES,180,0.0,0.0
2026-03,ZAMRE,SCI,entertainment,Entertainment,EXPENSES,100,140541.8,140541.8
2026-03,ZAMRE,SCI,finance_costs,Finance cost,EXPENSES,220,4788.36,4788.36
2026-03,ZAMRE,SCI,general_expenses,General Expenses,EXPENSES,200,120531.16,120531.16
2026-03,ZAMRE,SCI,insurance,Insurance,EXPENSES,160,86192.55,86192.55
2026-03,ZAMRE,SCI,insurance_commissions,Insurance Commissions,INCOME,40,-26320003.93,26320003.93
2026-03,ZAMRE,SCI,it_costs,IT Costs,EXPENSES,110,263895.82,263895.82
2026-03,ZAMRE,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-03,ZAMRE,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,72686.76,72686.76
2026-03,ZAMRE,SCI,other_income,Other Income,INCOME,70,-371731.51,371731.51
2026-03,ZAMRE,SCI,personnel_costs,Personnel Costs,EXPENSES,80,8558578.01,8558578.01
2026-03,ZAMRE,SCI,premises,Premises,EXPENSES,140,53373.23,53373.23
2026-03,ZAMRE,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,0.0,0.0
2026-03,ZAMRE,SCI,professional_fees,Professional Fees,EXPENSES,170,98855.2,98855.2
2026-03,ZAMRE,SCI,saas_income,SAAS (Software as a Service),INCOME,50,0.0,-0.0
2026-03,ZAMRE,SCI,taxation,Taxation,EXPENSES,230,5065279.56,5065279.56
2026-03,ZAMRE,SCI,travelling,Travelling,EXPENSES,90,227568.0,227568.0
2026-03,ZAMRE,SFP,borrowings,Borrowings,EQUITY AND LIABILITIES,510,0.0,-0.0
2026-03,ZAMRE,SFP,client_cash,Cash - Client Cash,ASSETS,370,35221293.41,35221293.41
2026-03,ZAMRE,SFP,computer_software,Intangible - computer software,ASSETS,250,4674000.0,4674000.0
2026-03,ZAMRE,SFP,deferred_tax,Deferred tax,ASSETS,310,0.0,0.0
2026-03,ZAMRE,SFP,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,ASSETS,290,0.0,0.0
2026-03,ZAMRE,SFP,deposits,Cash - Deposits,ASSETS,380,33160000.0,33160000.0
2026-03,ZAMRE,SFP,due_from_to_related_parties,Due from/to related parties,ASSETS,350,-50846807.27,-50846807.27
2026-03,ZAMRE,SFP,goodwill,Intangible - goodwill,ASSETS,260,0.0,0.0
2026-03,ZAMRE,SFP,investment_in_associate,Investment in associate,ASSETS,270,0.0,0.0
2026-03,ZAMRE,SFP,investment_unquoted_equity,Investment in unquoted equity securities,ASSETS,280,0.0,0.0
2026-03,ZAMRE,SFP,net_profit,Net Profit (derived),EQUITY AND LIABILITIES,460,-11818985.65,11818985.65
2026-03,ZAMRE,SFP,non_controlling_interests,Non-controlling interests,EQUITY AND LIABILITIES,470,0.0,-0.0
2026-03,ZAMRE,SFP,office_cash,Cash - Office Cash,ASSETS,360,10182922.81,10182922.81
2026-03,ZAMRE,SFP,other_receivables,Other Receivables,ASSETS,340,20798.53,20798.53
2026-03,ZAMRE,SFP,ppe,"Property, Plant and Equipment",ASSETS,240,0.0,0.0
2026-03,ZAMRE,SFP,premium_payable,Premium payable,EQUITY AND LIABILITIES,500,-159466294.01,159466294.01
2026-03,ZAMRE,SFP,premium_receivables,Premium Receivables,ASSETS,330,126789670.0,126789670.0
2026-03,ZAMRE,SFP,proposed_dividend,Proposed dividend,EQUITY AND LIABILITIES,440,0.0,-0.0
2026-03,ZAMRE,SFP,retained_earnings,Retained earnings,EQUITY AND LIABILITIES,450,-5224564.6,5224564.6
2026-03,ZAMRE,SFP,share_capital,Share capital,EQUITY AND LIABILITIES,420,-5000000.0,5000000.0
2026-03,ZAMRE,SFP,tax_recoverable,Tax recoverable,ASSETS,400,-7304377.67,-7304377.67
2026-03,ZAMRE,SFP,trade_and_other_payables,Trade and other payables,EQUITY AND LIABILITIES,480,0.0,-0.0
2026-03,ZAMRE,SFP,trade_receivables,Trade Receivables (Debtors),ASSETS,320,29612344.45,29612344.45
2026-03,ZAMRE,SFP,translation_reserve,Translation reserve,EQUITY AND LIABILITIES,430,0.0,-0.0
2026-03,ZARIB,SCI,actuarial_fees,Actuarial Fees,INCOME,10,0.0,-0.0
2026-03,ZARIB,SCI,advertising_pr,Advertising & PR,EXPENSES,150,1514461.91,1514461.91
2026-03,ZARIB,SCI,communications,Communications,EXPENSES,120,1576681.02,1576681.02
2026-03,ZARIB,SCI,depreciation,Depreciation,EXPENSES,180,6367123.26,6367123.26
2026-03,ZARIB,SCI,entertainment,Entertainment,EXPENSES,100,3646986.83,3646986.83
2026-03,ZARIB,SCI,finance_costs,Finance cost,EXPENSES,220,721017.58,721017.58
2026-03,ZARIB,SCI,general_expenses,General Expenses,EXPENSES,200,6003870.4,6003870.4
2026-03,ZARIB,SCI,insurance,Insurance,EXPENSES,160,3405306.24,3405306.24
2026-03,ZARIB,SCI,insurance_commissions,Insurance Commissions,INCOME,40,-651315695.6,651315695.6
2026-03,ZARIB,SCI,it_costs,IT Costs,EXPENSES,110,4926364.69,4926364.69
2026-03,ZARIB,SCI,management_expense,Management Expense,EXPENSES,210,0.0,0.0
2026-03,ZARIB,SCI,motor_vehicle_expenses,Motor Vehicle Expenses,EXPENSES,190,2462202.0,2462202.0
2026-03,ZARIB,SCI,other_income,Other Income,INCOME,70,-13001555.86,13001555.86
2026-03,ZARIB,SCI,personnel_costs,Personnel Costs,EXPENSES,80,129698005.67,129698005.67
2026-03,ZARIB,SCI,premises,Premises,EXPENSES,140,10419778.92,10419778.92
2026-03,ZARIB,SCI,printing_stationery,Printing & Stationery,EXPENSES,130,707531.96,707531.96
