company_name,local_account_no,statement_line_code,effective_from,effective_to
ZAAC,B65200,other_receivables,1900-01-01,9999-12-31
ZAAC,B65230,tax_recoverable,1900-01-01,9999-12-31
ZAAC,B65240,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B65260,due_from_to_related_parties,1900-01-01,9999-12-31
ZAAC,B65290,tax_recoverable,1900-01-01,9999-12-31
ZAAC,B65350,other_receivables,1900-01-01,9999-12-31
ZAAC,B70130,due_from_to_related_parties,1900-01-01,9999-12-31
ZAAC,B70140,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70141,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70142,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70150,due_from_to_related_parties,1900-01-01,9999-12-31
ZAAC,B70160,due_from_to_related_parties,1900-01-01,9999-12-31
ZAAC,B70180,due_from_to_related_parties,1900-01-01,9999-12-31
ZAAC,B70190,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70195,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70200,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70205,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70210,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70220,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70230,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70235,other_receivables,1900-01-01,9999-12-31
ZAAC,B70240,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70250,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70260,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70270,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70280,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70310,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70330,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70340,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70360,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70390,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70400,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70410,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B70420,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B75120,tax_recoverable,1900-01-01,9999-12-31
ZAAC,B80110,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B80120,other_receivables,1900-01-01,9999-12-31
ZAAC,B80170,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,B80190,trade_and_other_payables,1900-01-01,9999-12-31
ZAAC,I10047,saas_income,1900-01-01,9999-12-31
ZAAC,I10060,actuarial_fees,1900-01-01,9999-12-31
ZAAC,I10067,retail_income,1900-01-01,9999-12-31
ZAAC,I10068,retail_income,1900-01-01,9999-12-31
ZAAC,I1007,other_income,1900-01-01,9999-12-31
ZAAC,I10070,retail_income,1900-01-01,9999-12-31
ZAAC,I10071,pension_admin_fee,1900-01-01,9999-12-31
ZAAC,I10073,umbrella_fund,1900-01-01,9999-12-31
ZAAC,I10073.2,other_income,1900-01-01,9999-12-31
ZAAC,I10121,other_income,1900-01-01,9999-12-31
ZAAC,I10122,other_income,1900-01-01,9999-12-31
ZAAC,I10123,other_income,1900-01-01,9999-12-31
ZAAC,I10124,other_income,1900-01-01,9999-12-31
ZAAC,I25001,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25002,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25003,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25004,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25005,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25009,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25020,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25024,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25026,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25027,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25029,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25032,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25043,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25044,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25071,premises,1900-01-01,9999-12-31
ZAAC,I25072,premises,1900-01-01,9999-12-31
ZAAC,I25073,premises,1900-01-01,9999-12-31
ZAAC,I25074,premises,1900-01-01,9999-12-31
ZAAC,I25079,premises,1900-01-01,9999-12-31
ZAAC,I25080,premises,1900-01-01,9999-12-31
ZAAC,I25111,printing_stationery,1900-01-01,9999-12-31
ZAAC,I25114,printing_stationery,1900-01-01,9999-12-31
ZAAC,I25141,professional_fees,1900-01-01,9999-12-31
ZAAC,I25144,professional_fees,1900-01-01,9999-12-31
ZAAC,I25145,professional_fees,1900-01-01,9999-12-31
ZAAC,I25181,travelling,1900-01-01,9999-12-31
ZAAC,I25182,travelling,1900-01-01,9999-12-31
ZAAC,I25187,entertainment,1900-01-01,9999-12-31
ZAAC,I25191,travelling,1900-01-01,9999-12-31
ZAAC,I25193,entertainment,1900-01-01,9999-12-31
ZAAC,I25203,advertising_pr,1900-01-01,9999-12-31
ZAAC,I25205,advertising_pr,1900-01-01,9999-12-31
ZAAC,I25232,communications,1900-01-01,9999-12-31
ZAAC,I25236,communications,1900-01-01,9999-12-31
ZAAC,I25262,depreciation,1900-01-01,9999-12-31
ZAAC,I25263,depreciation,1900-01-01,9999-12-31
ZAAC,I25264,depreciation,1900-01-01,9999-12-31
ZAAC,I25265,depreciation,1900-01-01,9999-12-31
ZAAC,I25268,depreciation,1900-01-01,9999-12-31
ZAAC,I25291,entertainment,1900-01-01,9999-12-31
ZAAC,I25293,entertainment,1900-01-01,9999-12-31
ZAAC,I25294,entertainment,1900-01-01,9999-12-31
ZAAC,I25326,finance_costs,1900-01-01,9999-12-31
ZAAC,I25329,finance_costs,1900-01-01,9999-12-31
ZAAC,I25354,general_expenses,1900-01-01,9999-12-31
ZAAC,I25358,general_expenses,1900-01-01,9999-12-31
ZAAC,I25360,general_expenses,1900-01-01,9999-12-31
ZAAC,I25361,general_expenses,1900-01-01,9999-12-31
ZAAC,I25362,general_expenses,1900-01-01,9999-12-31
ZAAC,I25363,entertainment,1900-01-01,9999-12-31
ZAAC,I25365,general_expenses,1900-01-01,9999-12-31
ZAAC,I25367,general_expenses,1900-01-01,9999-12-31
ZAAC,I25401,insurance,1900-01-01,9999-12-31
ZAAC,I25422,it_costs,1900-01-01,9999-12-31
ZAAC,I25423,depreciation,1900-01-01,9999-12-31
ZAAC,I25427,it_costs,1900-01-01,9999-12-31
ZAAC,I25428,it_costs,1900-01-01,9999-12-31
ZAAC,I25429,it_costs,1900-01-01,9999-12-31
ZAAC,I25432,personnel_costs,1900-01-01,9999-12-31
ZAAC,I25455,motor_vehicle_expenses,1900-01-01,9999-12-31
ZAAC,ZAAC-TAXEXPENSE,taxation,1900-01-01,9999-12-31
ZAMRE,0068/004,office_cash,1900-01-01,9999-12-31
ZAMRE,4650/200,taxation,1900-01-01,9999-12-31
ZAMRE,B10120,share_capital,1900-01-01,9999-12-31
ZAMRE,B15110,retained_earnings,1900-01-01,9999-12-31
ZAMRE,B35320,computer_software,1900-01-01,9999-12-31
ZAMRE,B55110,trade_receivables,1900-01-01,9999-12-31
ZAMRE,B55340,other_receivables,1900-01-01,9999-12-31
ZAMRE,B55575,due_from_to_related_parties,1900-01-01,9999-12-31
ZAMRE,B55580,premium_receivables,1900-01-01,9999-12-31
ZAMRE,B60110,office_cash,1900-01-01,9999-12-31
ZAMRE,B60120,client_cash,1900-01-01,9999-12-31
ZAMRE,B60130,client_cash,1900-01-01,9999-12-31
ZAMRE,B60131,office_cash,1900-01-01,9999-12-31
ZAMRE,B65150,deposits,1900-01-01,9999-12-31
ZAMRE,B70290,premium_payable,1900-01-01,9999-12-31
ZAMRE,B75120,tax_recoverable,1900-01-01,9999-12-31
ZAMRE,I10003,insurance_commissions,1900-01-01,9999-12-31
ZAMRE,I10121,other_income,1900-01-01,9999-12-31
ZAMRE,I25001,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25002,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25003,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25004,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25009,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25024,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25026,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25029,personnel_costs,1900-01-01,9999-12-31
ZAMRE,I25071,premises,1900-01-01,9999-12-31
ZAMRE,I25072,premises,1900-01-01,9999-12-31
ZAMRE,I25073,premises,1900-01-01,9999-12-31
ZAMRE,I25074,premises,1900-01-01,9999-12-31
ZAMRE,I25080,premises,1900-01-01,9999-12-31
ZAMRE,I25082,premises,1900-01-01,9999-12-31
ZAMRE,I25111,printing_stationery,1900-01-01,9999-12-31
ZAMRE,I25114,printing_stationery,1900-01-01,9999-12-31
ZAMRE,I25141,professional_fees,1900-01-01,9999-12-31
ZAMRE,I25145,professional_fees,1900-01-01,9999-12-31
ZAMRE,I25181,travelling,1900-01-01,9999-12-31
ZAMRE,I25182,travelling,1900-01-01,9999-12-31
ZAMRE,I25193,entertainment,1900-01-01,9999-12-31
ZAMRE,I25203,advertising_pr,1900-01-01,9999-12-31
ZAMRE,I25205,advertising_pr,1900-01-01,9999-12-31
ZAMRE,I25232,communications,1900-01-01,9999-12-31
ZAMRE,I25236,communications,1900-01-01,9999-12-31
ZAMRE,I25291,entertainment,1900-01-01,9999-12-31
ZAMRE,I25293,entertainment,1900-01-01,9999-12-31
ZAMRE,I25327,finance_costs,1900-01-01,9999-12-31
ZAMRE,I25358,general_expenses,1900-01-01,9999-12-31
ZAMRE,I25360,general_expenses,1900-01-01,9999-12-31
ZAMRE,I25361,general_expenses,1900-01-01,9999-12-31
ZAMRE,I25367,general_expenses,1900-01-01,9999-12-31
ZAMRE,I25403,insurance,1900-01-01,9999-12-31
ZAMRE,I25429,it_costs,1900-01-01,9999-12-31
ZAMRE,I25455,motor_vehicle_expenses,1900-01-01,9999-12-31
ZAMRE,ZAMRE-TRAININGINT,personnel_costs,1900-01-01,9999-12-31
ZARIB,0001/000,office_cash,1900-01-01,9999-12-31
ZARIB,0068/000,client_cash,1900-01-01,9999-12-31
ZARIB,1020/000,insurance_commissions,1900-01-01,9999-12-31
ZARIB,1040/080,other_income,1900-01-01,9999-12-31
ZARIB,1080/000,other_income,1900-01-01,9999-12-31
ZARIB,1100/000,insurance_commissions,1900-01-01,9999-12-31
ZARIB,1570/000,insurance_commissions,1900-01-01,9999-12-31
ZARIB,1580/000,insurance_commissions,1900-01-01,9999-12-31
ZARIB,1600/000,insurance_commissions,1900-01-01,9999-12-31
ZARIB,3340/000,motor_vehicle_expenses,1900-01-01,9999-12-31
ZARIB,3350/000,depreciation,1900-01-01,9999-12-31
ZARIB,3350/000.2,insurance_commissions,1900-01-01,9999-12-31
ZARIB,3360/000,motor_vehicle_expenses,1900-01-01,9999-12-31
ZARIB,3380/000,premises,1900-01-01,9999-12-31
ZARIB,3490/000,entertainment,1900-01-01,9999-12-31
ZARIB,3490/000.2,premises,1900-01-01,9999-12-31
ZARIB,3520/000,premises,1900-01-01,9999-12-31
ZARIB,3520/000.2,it_costs,1900-01-01,9999-12-31
ZARIB,3540/000,depreciation,1900-01-01,9999-12-31
ZARIB,3540/000.2,printing_stationery,1900-01-01,9999-12-31
ZARIB,3570/000,depreciation,1900-01-01,9999-12-31
ZARIB,3570/000.2,printing_stationery,1900-01-01,9999-12-31
ZARIB,3610/000,professional_fees,1900-01-01,9999-12-31
ZARIB,3610/000.2,it_costs,1900-01-01,9999-12-31
ZARIB,3870/000,it_costs,1900-01-01,9999-12-31
ZARIB,3870/000.2,general_expenses,1900-01-01,9999-12-31
ZARIB,3890/080,premises,1900-01-01,9999-12-31
ZARIB,3990/000,depreciation,1900-01-01,9999-12-31
ZARIB,3990/000.2,general_expenses,1900-01-01,9999-12-31
ZARIB,4000/000,general_expenses,1900-01-01,9999-12-31
ZARIB,4000/000D,depreciation,1900-01-01,9999-12-31
ZARIB,4020/000,depreciation,1900-01-01,2026-03-31
ZARIB,4020/000,general_expenses,2026-04-01,9999-12-31
ZARIB,4040/000,depreciation,1900-01-01,9999-12-31
ZARIB,4040/000.2,insurance,1900-01-01,9999-12-31
ZARIB,4050/000,premises,1900-01-01,9999-12-31
ZARIB,4090/000,entertainment,1900-01-01,9999-12-31
ZARIB,4650/200,taxation,1900-01-01,9999-12-31
ZARIB,6070/000,ppe,1900-01-01,9999-12-31
ZARIB,6150/000,ppe,1900-01-01,9999-12-31
ZARIB,6180/000,ppe,1900-01-01,9999-12-31
ZARIB,6250/000,ppe,1900-01-01,9999-12-31
ZARIB,6270/000,computer_software,1900-01-01,9999-12-31
ZARIB,6352/000,due_from_to_related_parties,1900-01-01,9999-12-31
ZARIB,6359/000,other_receivables,1900-01-01,9999-12-31
ZARIB,6361/000,due_from_to_related_parties,1900-01-01,9999-12-31
ZARIB,6366/000,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZARIB,6680/080,other_receivables,1900-01-01,9999-12-31
ZARIB,6760/000,due_from_to_related_parties,1900-01-01,9999-12-31
ZARIB,6800/000,other_receivables,1900-01-01,9999-12-31
ZARIB,6801/000,client_cash,1900-01-01,9999-12-31
ZARIB,6804/000,office_cash,1900-01-01,9999-12-31
ZARIB,6820/000,client_cash,1900-01-01,9999-12-31
ZARIB,6821/000,office_cash,1900-01-01,9999-12-31
ZARIB,6822/000,office_cash,1900-01-01,9999-12-31
ZARIB,6823/000,office_cash,1900-01-01,9999-12-31
ZARIB,6824/000,client_cash,1900-01-01,9999-12-31
ZARIB,6825/000,office_cash,1900-01-01,9999-12-31
ZARIB,6826/000,client_cash,1900-01-01,9999-12-31
ZARIB,6827/000,client_cash,1900-01-01,9999-12-31
ZARIB,6828/000,office_cash,1900-01-01,9999-12-31
ZARIB,6829/000,client_cash,1900-01-01,9999-12-31
ZARIB,6830/000,client_cash,1900-01-01,9999-12-31
ZARIB,6832/000,office_cash,1900-01-01,9999-12-31
ZARIB,6833/000,client_cash,1900-01-01,9999-12-31
ZARIB,6839/000,office_cash,1900-01-01,9999-12-31
ZARIB,6840/000,office_cash,1900-01-01,9999-12-31
ZARIB,6843/000,client_cash,1900-01-01,9999-12-31
ZARIB,6850/000,office_cash,1900-01-01,9999-12-31
ZARIB,6860/000,client_cash,1900-01-01,9999-12-31
ZARIB,6880/000,office_cash,1900-01-01,9999-12-31
ZARIB,6890/000,client_cash,1900-01-01,9999-12-31
ZARIB,6900/000,office_cash,1900-01-01,9999-12-31
ZARIB,6920/000,client_cash,1900-01-01,9999-12-31
ZARIB,6930/000,client_cash,1900-01-01,9999-12-31
ZARIB,6940/000,office_cash,1900-01-01,9999-12-31
ZARIB,6950/000,office_cash,1900-01-01,9999-12-31
ZARIB,6960/000,office_cash,1900-01-01,9999-12-31
ZARIB,6990/000,office_cash,1900-01-01,9999-12-31
ZARIB,7030/000,office_cash,1900-01-01,9999-12-31
ZARIB,7030/001,office_cash,1900-01-01,9999-12-31
ZARIB,7380/080,premium_payable,1900-01-01,9999-12-31
ZARIB,7381/080,premium_receivables,1900-01-01,9999-12-31
ZARIB,7400/000,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,7410/000,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,7460/000,other_receivables,1900-01-01,9999-12-31
ZARIB,7500/000,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,7620/000,translation_reserve,1900-01-01,9999-12-31
ZARIB,7640/000,retained_earnings,1900-01-01,9999-12-31
ZARIB,B10120,share_capital,1900-01-01,9999-12-31
ZARIB,B35140,ppe,1900-01-01,9999-12-31
ZARIB,B35160,ppe,1900-01-01,9999-12-31
ZARIB,B35170,ppe,1900-01-01,9999-12-31
ZARIB,B35200,ppe,1900-01-01,9999-12-31
ZARIB,B35210,ppe,1900-01-01,9999-12-31
ZARIB,B35220,ppe,1900-01-01,9999-12-31
ZARIB,B35240,ppe,1900-01-01,9999-12-31
ZARIB,B35250,ppe,1900-01-01,9999-12-31
ZARIB,B35310,computer_software,1900-01-01,9999-12-31
ZARIB,B35320,computer_software,1900-01-01,9999-12-31
ZARIB,B35350,ppe,1900-01-01,9999-12-31
ZARIB,B35370,ppe,1900-01-01,9999-12-31
ZARIB,B35420,deferred_tax,1900-01-01,9999-12-31
ZARIB,B55480,trade_receivables,1900-01-01,9999-12-31
ZARIB,B55490,due_from_to_related_parties,1900-01-01,9999-12-31
ZARIB,B55570,due_from_to_related_parties,1900-01-01,9999-12-31
ZARIB,B65150,deposits,1900-01-01,9999-12-31
ZARIB,B65160,placements,1900-01-01,9999-12-31
ZARIB,B65180,other_receivables,1900-01-01,9999-12-31
ZARIB,B65290,tax_recoverable,1900-01-01,9999-12-31
ZARIB,B70140,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70141,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70200,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70220,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70230,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70260,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70270,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70280,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70360,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70390,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70410,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B70420,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B75120,tax_recoverable,1900-01-01,9999-12-31
ZARIB,B80110,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,B80170,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,I25001,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25003,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25004,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25005,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25009,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25020,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25024,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25026,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25027,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25029,personnel_costs,1900-01-01,9999-12-31
ZARIB,I25072,premises,1900-01-01,9999-12-31
ZARIB,I25073,premises,1900-01-01,9999-12-31
ZARIB,I25080,premises,1900-01-01,9999-12-31
ZARIB,I25145,professional_fees,1900-01-01,9999-12-31
ZARIB,I25181,travelling,1900-01-01,9999-12-31
ZARIB,I25182,travelling,1900-01-01,9999-12-31
ZARIB,I25193,entertainment,1900-01-01,9999-12-31
ZARIB,I25203,advertising_pr,1900-01-01,9999-12-31
ZARIB,I25205,advertising_pr,1900-01-01,9999-12-31
ZARIB,I25232,communications,1900-01-01,9999-12-31
ZARIB,I25236,communications,1900-01-01,9999-12-31
ZARIB,I25291,entertainment,1900-01-01,9999-12-31
ZARIB,I25327,finance_costs,1900-01-01,9999-12-31
ZARIB,I25360,general_expenses,1900-01-01,9999-12-31
ZARIB,I25361,general_expenses,1900-01-01,9999-12-31
ZARIB,I25363,entertainment,1900-01-01,9999-12-31
ZARIB,I25422,it_costs,1900-01-01,9999-12-31
ZARIB,I25427,it_costs,1900-01-01,9999-12-31
ZARIB,I25455,motor_vehicle_expenses,1900-01-01,9999-12-31
ZARIB,I25456,motor_vehicle_expenses,1900-01-01,9999-12-31
ZARIB,ZARIB-ABSALIFECHECKOFF,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,ZARIB-BCFKENYA,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,ZARIB-BONUSES13THCHEQUE,personnel_costs,1900-01-01,9999-12-31
ZARIB,ZARIB-COMMISSIONSLEADOTH,personnel_costs,1900-01-01,9999-12-31
ZARIB,ZARIB-CORPORATEGIFTSANDD,general_expenses,1900-01-01,9999-12-31
ZARIB,ZARIB-DEFFEREDREVENUE,deferred_revenue,1900-01-01,9999-12-31
ZARIB,ZARIB-EMOLPARKOTHERPRMF,personnel_costs,1900-01-01,9999-12-31
ZARIB,ZARIB-FUNDRECEIVABLE,premium_receivables,1900-01-01,9999-12-31
ZARIB,ZARIB-HIGHEREDUCATIONBOA,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,ZARIB-INSURANCEOTHER,insurance,1900-01-01,9999-12-31
ZARIB,ZARIB-NATIONALHOSPITALIN,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,ZARIB-PREMGENERAL,premises,1900-01-01,9999-12-31
ZARIB,ZARIB-SBMCHECKOFF,trade_and_other_payables,1900-01-01,9999-12-31
ZARIB,ZARIB-STANBICCHECKOFF,trade_and_other_payables,1900-01-01,9999-12-31
ZATL,B10115,translation_reserve,1900-01-01,9999-12-31
ZATL,B10120,share_capital,1900-01-01,9999-12-31
ZATL,B15110,retained_earnings,1900-01-01,9999-12-31
ZATL,B35170,ppe,1900-01-01,9999-12-31
ZATL,B35200,ppe,1900-01-01,9999-12-31
ZATL,B35210,ppe,1900-01-01,9999-12-31
ZATL,B35240,ppe,1900-01-01,9999-12-31
ZATL,B35420,deferred_tax,1900-01-01,9999-12-31
ZATL,B35421,due_from_to_related_parties,1900-01-01,2026-05-31
ZATL,B35421,other_receivables,2026-06-01,9999-12-31
ZATL,B55110,other_receivables,1900-01-01,9999-12-31
ZATL,B55150,other_receivables,1900-01-01,9999-12-31
ZATL,B55340,other_receivables,1900-01-01,9999-12-31
ZATL,B55400,other_receivables,1900-01-01,9999-12-31
ZATL,B55422,due_from_to_related_parties,1900-01-01,9999-12-31
ZATL,B55425,due_from_to_related_parties,1900-01-01,9999-12-31
ZATL,B55427,due_from_to_related_parties,1900-01-01,9999-12-31
ZATL,B55450,due_from_to_related_parties,1900-01-01,9999-12-31
ZATL,B55480,trade_receivables,1900-01-01,9999-12-31
ZATL,B55490,due_from_to_related_parties,1900-01-01,9999-12-31
ZATL,B55570,due_from_to_related_parties,1900-01-01,9999-12-31
ZATL,B60190,office_cash,1900-01-01,9999-12-31
ZATL,B60260,office_cash,1900-01-01,9999-12-31
ZATL,B65150,deposits,1900-01-01,9999-12-31
ZATL,B65170,tax_recoverable,1900-01-01,9999-12-31
ZATL,B65180,other_receivables,1900-01-01,9999-12-31
ZATL,B65200,other_receivables,1900-01-01,9999-12-31
ZATL,B65290,tax_recoverable,1900-01-01,9999-12-31
ZATL,B70193,trade_and_other_payables,1900-01-01,9999-12-31
ZATL,B70220,trade_and_other_payables,1900-01-01,9999-12-31
ZATL,B70230,trade_and_other_payables,1900-01-01,9999-12-31
ZATL,B70235,other_receivables,1900-01-01,9999-12-31
ZATL,B70280,trade_and_other_payables,1900-01-01,9999-12-31
ZATL,B70340,trade_and_other_payables,1900-01-01,9999-12-31
ZATL,B75120,tax_recoverable,1900-01-01,9999-12-31
ZATL,B80140,tax_recoverable,1900-01-01,9999-12-31
ZATL,B80170,trade_and_other_payables,1900-01-01,9999-12-31
ZATL,I10060,actuarial_fees,1900-01-01,9999-12-31
ZATL,I10121,other_income,1900-01-01,9999-12-31
ZATL,I25001,personnel_costs,1900-01-01,9999-12-31
ZATL,I25002,personnel_costs,1900-01-01,9999-12-31
ZATL,I25004,personnel_costs,1900-01-01,9999-12-31
ZATL,I25012,personnel_costs,1900-01-01,9999-12-31
ZATL,I25024,personnel_costs,1900-01-01,9999-12-31
ZATL,I25026,personnel_costs,1900-01-01,9999-12-31
ZATL,I25071,premises,1900-01-01,9999-12-31
ZATL,I25072,premises,1900-01-01,9999-12-31
ZATL,I25074,premises,1900-01-01,9999-12-31
ZATL,I25079,premises,1900-01-01,9999-12-31
ZATL,I25080,premises,1900-01-01,9999-12-31
ZATL,I25114,printing_stationery,1900-01-01,9999-12-31
ZATL,I25141,professional_fees,1900-01-01,9999-12-31
ZATL,I25142,personnel_costs,1900-01-01,9999-12-31
ZATL,I25145,professional_fees,1900-01-01,9999-12-31
ZATL,I25158,professional_fees,1900-01-01,9999-12-31
ZATL,I25181,travelling,1900-01-01,9999-12-31
ZATL,I25182,travelling,1900-01-01,9999-12-31
ZATL,I25193,entertainment,1900-01-01,9999-12-31
ZATL,I25203,advertising_pr,1900-01-01,9999-12-31
ZATL,I25232,communications,1900-01-01,9999-12-31
ZATL,I25264,depreciation,1900-01-01,9999-12-31
ZATL,I25265,depreciation,1900-01-01,9999-12-31
ZATL,I25291,entertainment,1900-01-01,9999-12-31
ZATL,I25352,general_expenses,1900-01-01,9999-12-31
ZATL,I25358,general_expenses,1900-01-01,9999-12-31
ZATL,I25360,general_expenses,1900-01-01,9999-12-31
ZATL,I25367,general_expenses,1900-01-01,9999-12-31
ZATL,I25381,management_expense,1900-01-01,9999-12-31
ZATL,I25401,insurance,1900-01-01,9999-12-31
ZATL,I25428,it_costs,1900-01-01,9999-12-31
ZATL,I25429,it_costs,1900-01-01,9999-12-31
ZATL,I25455,motor_vehicle_expenses,1900-01-01,9999-12-31
ZATL,ZATL-WHT10,trade_and_other_payables,1900-01-01,9999-12-31
ZHL,B10120,share_capital,1900-01-01,9999-12-31
ZHL,B15110,retained_earnings,1900-01-01,9999-12-31
ZHL,B40110,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZHL,B55111,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZHL,B55112,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZHL,B55113,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZHL,B55114,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZHL,B55115,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZHL,B55117,due_from_to_related_parties,1900-01-01,9999-12-31
ZHL,B55118,investment_in_associate,1900-01-01,9999-12-31
ZHL,B55210,deposit_for_investment_in_subsidiary,1900-01-01,9999-12-31
ZHL,B55340,other_receivables,1900-01-01,9999-12-31
ZHL,B55480,trade_receivables,1900-01-01,9999-12-31
ZHL,B55540,due_from_to_related_parties,1900-01-01,9999-12-31
ZHL,B55570,due_from_to_related_parties,1900-01-01,9999-12-31
ZHL,B60090,office_cash,1900-01-01,9999-12-31
ZHL,B60110,office_cash,1900-01-01,9999-12-31
ZHL,B60180,office_cash,1900-01-01,9999-12-31
ZHL,B65130,due_from_to_related_parties,1900-01-01,9999-12-31
ZHL,B65150,deposits,1900-01-01,9999-12-31
ZHL,B65290,tax_recoverable,1900-01-01,9999-12-31
ZHL,B70111,trade_and_other_payables,1900-01-01,9999-12-31
ZHL,B70112,trade_and_other_payables,1900-01-01,9999-12-31
ZHL,B70113,trade_and_other_payables,1900-01-01,9999-12-31
ZHL,B70160,due_from_to_related_parties,1900-01-01,9999-12-31
ZHL,B70280,trade_and_other_payables,1900-01-01,9999-12-31
ZHL,B70340,trade_and_other_payables,1900-01-01,9999-12-31
ZHL,B75100,tax_recoverable,1900-01-01,9999-12-31
ZHL,B80170,trade_and_other_payables,1900-01-01,9999-12-31
ZHL,I10121,other_income,1900-01-01,9999-12-31
ZHL,I25182,professional_fees,1900-01-01,9999-12-31
ZHL,I25291,entertainment,1900-01-01,9999-12-31
ZHL,I25360,general_expenses,1900-01-01,9999-12-31
ZHL,I25360.2,general_expenses,1900-01-01,9999-12-31
ZHL,I25367,general_expenses,1900-01-01,9999-12-31
